	Date	Count	Order	Family	Guild	Genus	stage	farm	family_english	date	julian_date
331	6/2/18	1	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	分?盛期	MO3	Cicadellidae	2018/6/2	153
332	6/2/18	1	半翅目	葉蟬科	稻害者	黑條黑尾葉蟬	分?盛期	MO3	Cicadellidae	2018/6/2	153
333	6/2/18	1	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	MO3	Delphacidae	2018/6/2	153
334	6/2/18	2	半翅目	稻蝨科	稻害者	斑飛蝨	分?盛期	MO3	Delphacidae	2018/6/2	153
335	6/2/18	1	半翅目	蔓椿科	稻害者		分?盛期	MO3	Pentatomidae	2018/6/2	153
336	6/2/18	2	直翅目	蝗科	稻害者	小稻蝗	分?盛期	MO3	Acrididae	2018/6/2	153
337	6/2/18	2	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	分?盛期	MO3	Coccinellidae	2018/6/2	153
403	6/2/18	1	半翅目	介殼蟲科	植食者		孕穗期	MC1	Pseudococcidae	2018/6/2	153
404	6/2/18	1	雙翅目	日蠅科	中性物種		孕穗期	MC1	Heleomyzidae	2018/6/2	153
411	6/2/18	1	半翅目	花椿科	掠食者	小黑花椿象	孕穗期	MC1	Anthocoridae	2018/6/2	153
414	6/2/18	1	鞘翅目	金花蟲科	植食者		孕穗期	MC1	Chrysomelidae	2018/6/2	153
427	6/2/18	1	蜘蛛目	長腳蛛科	掠食者		孕穗期	MC1	Tetragnathidae	2018/6/2	153
440	6/2/18	1	雙翅目	渚蠅科	中性物種		孕穗期	MC1	Ephydridae	2018/6/2	153
441	6/2/18	1	雙翅目	渚蠅科	中性物種		孕穗期	MC1	Ephydridae	2018/6/2	153
445	6/2/18	1	雙翅目	稈蠅科	掠食者	Anatrichus	孕穗期	MC1	Chloropidae	2018/6/2	153
449	6/2/18	3	雙翅目	稈蠅科	中性物種		孕穗期	MC1	Chloropidae	2018/6/2	153
450	6/2/18	1	雙翅目	稈蠅科	中性物種		孕穗期	MC1	Chloropidae	2018/6/2	153
459	6/2/18	1	半翅目	椿科	稻害者	南方綠椿象	孕穗期	MC1	Pentatomidae	2018/6/2	153
461	6/2/18	1	半翅目	椿科	植食者	黃盾背椿象	孕穗期	MC1	Pentatomidae	2018/6/2	153
466	6/2/18	8	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	MC1	Cicadellidae	2018/6/2	153
471	6/2/18	5	半翅目	葉蟬科	稻害者	黑條黑尾葉蟬	孕穗期	MC1	Cicadellidae	2018/6/2	153
474	6/2/18	7	半翅目	葉蟬科	稻害者		孕穗期	MC1	Cicadellidae	2018/6/2	153
479	6/2/18	1	膜翅目	蜜蜂科	中性物種		孕穗期	MC1	Apidae	2018/6/2	153
483	6/2/18	6	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	MC1	Delphacidae	2018/6/2	153
495	6/2/18	11	半翅目	蔓椿科	稻害者	稻赤蔓椿	孕穗期	MC1	Pentatomidae	2018/6/2	153
499	6/2/18	2	直翅目	蝗科	稻害者	小稻蝗	孕穗期	MC1	Acrididae	2018/6/2	153
502	6/2/18	4	直翅目	蝗科	稻害者	台灣稻蝗	孕穗期	MC1	Acrididae	2018/6/2	153
505	6/2/18	4	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	MC1	Coccinellidae	2018/6/2	153
510	6/2/18	2	蜘蛛目	貓蛛科	掠食者		孕穗期	MC1	Oxyopidae	2018/6/2	153
521	6/2/18	1	半翅目	蠟蟬科	稻害者	條紋廣翅蠟蟬	孕穗期	MC1	Fulgoridae	2018/6/2	153
637	6/2/18	2	雙翅目	搖蚊科	中性物種	小刺搖蚊	孕穗期	MC3	Chironomidae	2018/6/2	153
641	6/2/18	38	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	MC3	Delphacidae	2018/6/2	153
649	6/2/18	2	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	MC3	Sciomyzidae	2018/6/2	153
652	6/2/18	3	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	MC3	Cicadellidae	2018/6/2	153
655	6/2/18	1	膜翅目	緣腹細蜂科	擬寄生者	粒卵蜂	孕穗期	MC3	Scelionidae	2018/6/2	153
659	6/2/18	8	半翅目	蔓椿科	稻害者	稻赤蔓椿	孕穗期	MC3	Pentatomidae	2018/6/2	153
661	6/2/18	1	半翅目	稻蝨科	稻害者	褐飛蝨	孕穗期	MC3	Delphacidae	2018/6/2	153
666	6/2/18	2	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	孕穗期	MC3	Chironomidae	2018/6/2	153
669	6/2/18	2	半翅目	地緣椿科	植食者		孕穗期	MC3	Rhyparochromidae	2018/6/2	153
675	6/2/18	1	雙翅目	長足虻科	掠食者		孕穗期	MC3	Dolichopodidae	2018/6/2	153
684	6/2/18	1	雙翅目	蚊科	中性物種		孕穗期	MC3	Culicidae	2018/6/2	153
697	6/2/18	1	雙翅目	頭蠅科	擬寄生者		孕穗期	MC3	Pipunculidae	2018/6/2	153
699	6/2/18	1	鞘翅目	隱翅蟲科	掠食者		孕穗期	MC3	Staphylinidae	2018/6/2	153
709	6/2/18	1	雙翅目	稈蠅科	掠食者	Anatrichus	孕穗期	LO1	Chloropidae	2018/6/2	153
722	6/2/18	1	半翅目	花椿科	掠食者	小黑花椿象	孕穗期	LO1	Anthocoridae	2018/6/2	153
734	6/2/18	4	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LO1	Delphacidae	2018/6/2	153
741	6/2/18	1	雙翅目	搖蚊科	中性物種	克利搖蚊	孕穗期	LO1	Chironomidae	2018/6/2	153
751	6/2/18	11	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LO1	Cicadellidae	2018/6/2	153
765	6/2/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LO1	Coccinellidae	2018/6/2	153
772	6/2/18	1	膜翅目	小繭蜂科	擬寄生者		孕穗期	LO1	Braconidae	2018/6/2	153
779	6/2/18	1	蜘蛛目	金蛛科	掠食者		孕穗期	LO1	Araneidae	2018/6/2	153
783	6/2/18	1	膜翅目	姬蜂科	擬寄生者		孕穗期	LO1	Ichneumonidae	2018/6/2	153
787	6/2/18	2	雙翅目	蚊科	中性物種		孕穗期	LO1	Culicidae	2018/6/2	153
793	6/2/18	2	雙翅目	稈蠅科	中性物種		孕穗期	LO1	Chloropidae	2018/6/2	153
810	6/2/18	13	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LO2	Delphacidae	2018/6/2	153
819	6/2/18	1	雙翅目	搖蚊科	中性物種	克利搖蚊	孕穗期	LO2	Chironomidae	2018/6/2	153
821	6/2/18	1	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	LO2	Sciomyzidae	2018/6/2	153
835	6/2/18	3	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	孕穗期	LO2	Chironomidae	2018/6/2	153
838	6/2/18	3	雙翅目	日蠅科	中性物種		孕穗期	LO2	Heleomyzidae	2018/6/2	153
851	6/2/18	1	雙翅目	花蠅科	中性物種		孕穗期	LO2	Anthomyiidae	2018/6/2	153
867	6/2/18	1	雙翅目	寄蠅科	擬寄生者		孕穗期	LO2	Tachinidae	2018/6/2	153
913	6/2/18	3	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	LO3	Sciomyzidae	2018/6/2	153
917	6/2/18	1	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LO3	Cicadellidae	2018/6/2	153
921	6/2/18	2	半翅目	稻蝨科	稻害者	斑飛蝨	孕穗期	LO3	Delphacidae	2018/6/2	153
926	6/2/18	3	半翅目	蔓椿科	稻害者	稻赤蔓椿	孕穗期	LO3	Pentatomidae	2018/6/2	153
930	6/2/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LO3	Coccinellidae	2018/6/2	153
939	6/2/18	1	半翅目	地緣椿科	植食者		孕穗期	LO3	Rhyparochromidae	2018/6/2	153
943	6/2/18	4	雙翅目	長足虻科	掠食者		孕穗期	LO3	Dolichopodidae	2018/6/2	153
992	6/2/18	1	鞘翅目	金花蟲科	植食者		孕穗期	LC1	Chrysomelidae	2018/6/2	153
993	6/2/18	1	雙翅目	長足虻科	掠食者		孕穗期	LC1	Dolichopodidae	2018/6/2	153
994	6/2/18	2	雙翅目	渚蠅科	掠食者	泥渚蠅	孕穗期	LC1	Ephydridae	2018/6/2	153
995	6/2/18	11	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LC1	Cicadellidae	2018/6/2	153
996	6/2/18	10	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LC1	Delphacidae	2018/6/2	153
997	6/2/18	1	半翅目	蔓椿科	稻害者	稻赤蔓椿	孕穗期	LC1	Pentatomidae	2018/6/2	153
998	6/2/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LC1	Coccinellidae	2018/6/2	153
999	6/2/18	20	雙翅目	蠓科	中性物種		孕穗期	LC1	Ceratopogonidae	2018/6/2	153
1099	6/2/18	87	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LC2	Delphacidae	2018/6/2	153
1100	6/2/18	3	半翅目	蛛緣椿科	稻害者	禾蛛緣椿	孕穗期	LC2	Alydidae	2018/6/2	153
1101	6/2/18	2	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	LC2	Sciomyzidae	2018/6/2	153
1102	6/2/18	1	半翅目	椿科	稻害者	南方綠椿象	孕穗期	LC2	Pentatomidae	2018/6/2	153
1103	6/2/18	31	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LC2	Cicadellidae	2018/6/2	153
1104	6/2/18	1	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	孕穗期	LC2	Tetragnathidae	2018/6/2	153
1105	6/2/18	3	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LC2	Coccinellidae	2018/6/2	153
1106	6/2/18	7	雙翅目	日蠅科	中性物種		孕穗期	LC2	Heleomyzidae	2018/6/2	153
1107	6/2/18	8	雙翅目	花蠅科	中性物種		孕穗期	LC2	Anthomyiidae	2018/6/2	153
1108	6/2/18	2	膜翅目	金小蜂科	擬寄生者		孕穗期	LC2	Pteromalidae	2018/6/2	153
1109	6/2/18	1	蜘蛛目	金蛛科	掠食者		孕穗期	LC2	Araneidae	2018/6/2	153
1110	6/2/18	7	雙翅目	長足虻科	掠食者		孕穗期	LC2	Dolichopodidae	2018/6/2	153
1111	6/2/18	1	膜翅目	姬蜂科	擬寄生者		孕穗期	LC2	Ichneumonidae	2018/6/2	153
1112	6/2/18	1	雙翅目	家蠅科	中性物種		孕穗期	LC2	Muscidae	2018/6/2	153
1113	6/2/18	1	雙翅目	蚊科	中性物種		孕穗期	LC2	Culicidae	2018/6/2	153
1114	6/2/18	2	雙翅目	寄蠅科	擬寄生者		孕穗期	LC2	Tachinidae	2018/6/2	153
1115	6/2/18	1	半翅目	椿科	植食者		孕穗期	LC2	Pentatomidae	2018/6/2	153
1116	6/2/18	3	雙翅目	實蠅科	中性物種		孕穗期	LC2	Tephritidae	2018/6/2	153
1117	6/2/18	2	半翅目	廣翅蠟蟬科	稻害者		孕穗期	LC2	Ricaniidae	2018/6/2	153
1118	6/2/18	1	直翅目	蝗科	稻害者		孕穗期	LC2	Acrididae	2018/6/2	153
1119	6/2/18	1	雙翅目	頭蠅科	擬寄生者		孕穗期	LC2	Pipunculidae	2018/6/2	153
1120	6/2/18	1	半翅目	龜椿科	植食者		孕穗期	LC2	Plataspidae 	2018/6/2	153
1121	6/2/18	1	蜘蛛目	蟹蛛科	掠食者		孕穗期	LC2	Thomisidae	2018/6/2	153
1122	6/2/18	2	膜翅目	蟻科	掠食者		孕穗期	LC2	Formicidae	2018/6/2	153
1123	6/2/18	2	膜翅目	鐮蜂科	擬寄生者		孕穗期	LC2	Dryinidae	2018/6/2	153
1143	6/2/18	1	蜉蝣目	蜉蝣科	中性物種		孕穗期	LC3	Ephemeridae	2018/6/2	153
1158	6/2/18	2	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LC3	Coccinellidae	2018/6/2	153
1177	6/2/18	5	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LC3	Delphacidae	2018/6/2	153
1178	6/2/18	4	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LC3	Cicadellidae	2018/6/2	153
1179	6/2/18	1	半翅目	稻蝨科	稻害者	斑飛蝨	孕穗期	LC3	Delphacidae	2018/6/2	153
1180	6/2/18	3	半翅目	葉蟬科	稻害者	電光葉蟬	孕穗期	LC3	Cicadellidae	2018/6/2	153
1181	6/2/18	1	半翅目	蔓椿科	稻害者		孕穗期	LC3	Pentatomidae	2018/6/2	153
1213	6/2/18	1	雙翅目	蠓科	掠食者	尼蠓	孕穗期	SO1	Ceratopogonidae	2018/6/2	153
1217	6/2/18	4	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	SO1	Delphacidae	2018/6/2	153
1220	6/2/18	1	雙翅目	搖蚊科	中性物種	池畔搖蚊	孕穗期	SO1	Chironomidae	2018/6/2	153
1224	6/2/18	1	雙翅目	搖蚊科	中性物種	克利搖蚊	孕穗期	SO1	Chironomidae	2018/6/2	153
1227	6/2/18	5	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	SO1	Sciomyzidae	2018/6/2	153
1234	6/2/18	2	半翅目	稻蝨科	稻害者	斑飛蝨	孕穗期	SO1	Delphacidae	2018/6/2	153
1245	6/2/18	2	雙翅目	搖蚊科	中性物種	隱搖蚊	孕穗期	SO1	Chironomidae	2018/6/2	153
1249	6/2/18	1	蜘蛛目	金蛛科	掠食者		孕穗期	SO1	Araneidae	2018/6/2	153
1255	6/2/18	1	蜘蛛目	紅螯蛛科	掠食者		孕穗期	SO1	Cheiracanthiidae	2018/6/2	153
1298	6/2/18	1	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	SC1	Sciomyzidae	2018/6/2	153
1301	6/2/18	1	蜻蛉目	細蟌科	掠食者	青紋細蟌	孕穗期	SC1	Coenagrionidae	2018/6/2	153
1304	6/2/18	1	鱗翅目	蛺蝶科	稻害者	淡色樹蔭蝶	孕穗期	SC1	Nymphalidae	2018/6/2	153
1306	6/2/18	3	半翅目	稻蝨科	稻害者	斑飛蝨	孕穗期	SC1	Delphacidae	2018/6/2	153
1312	6/2/18	1	纓翅目	管薊馬科	稻害者	稻管薊馬	孕穗期	SC1	Phlaeothripidae	2018/6/2	153
1314	6/2/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	SC1	Coccinellidae	2018/6/2	153
1323	6/2/18	1	雙翅目	大附蠅科	中性物種		孕穗期	SC1	Sphaeroceridae	2018/6/2	153
1327	6/2/18	2	鞘翅目	步行蟲科	掠食者		孕穗期	SC1	Carabidae	2018/6/2	153
1330	6/2/18	2	膜翅目	金小蜂科	擬寄生者		孕穗期	SC1	Pteromalidae	2018/6/2	153
1334	6/2/18	2	雙翅目	長足虻科	掠食者		孕穗期	SC1	Dolichopodidae	2018/6/2	153
1337	6/2/18	1	膜翅目	扁股小蜂科	擬寄生者		孕穗期	SC1	Elasmidae	2018/6/2	153
1343	6/2/18	1	雙翅目	渚蠅科	中性物種		孕穗期	SC1	Ephydridae	2018/6/2	153
1346	6/2/18	3	雙翅目	稈蠅科	中性物種		孕穗期	SC1	Chloropidae	2018/6/2	153
1350	6/2/18	1	膜翅目	釉小蜂科	擬寄生者		孕穗期	SC1	Eulophidae	2018/6/2	153
25	4/2/18	101	雙翅目	渚蠅科	中性物種	Psilopa	分?期	MO1	Ephydridae	2018/4/2	92
26	4/2/18	1	直翅目	蝗科	稻害者	小稻蝗	分?期	MO1	Acrididae	2018/4/2	92
27	4/2/18	1	蜘蛛	長腳蛛科	掠食者	日本長腳蛛	分?期	MO1	Tetragnathidae	2018/4/2	92
28	4/2/18	9	雙翅目	蠓科	掠食者	尼蠓	分?期	MO1	Ceratopogonidae	2018/4/2	92
29	4/2/18	21	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?期	MO1	Chironomidae	2018/4/2	92
30	4/2/18	4	半翅目	稻蝨科	稻害者	班飛蝨	分?期	MO1	Delphacidae	2018/4/2	92
31	4/2/18	3	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	分?期	MO1	Cicadellidae	2018/4/2	92
32	4/2/18	1	直翅目	菱蝗科	植食者	條背土蝗	分?期	MO1	Tetrigidae	2018/4/2	92
33	4/2/18	1	膜翅目	緣腹細蜂科	擬寄生者	粒卵蜂	分?期	MO1	Scelionidae	2018/4/2	92
34	4/2/18	1	半翅目	葉蟬科	稻害者	電光葉蟬	分?期	MO1	Cicadellidae	2018/4/2	92
35	4/2/18	8	半翅目	稻蝨科	稻害者	褐飛蝨	分?期	MO1	Delphacidae	2018/4/2	92
36	4/2/18	28	雙翅目	搖蚊科	中性物種	隱搖蚊	分?期	MO1	Chironomidae	2018/4/2	92
37	4/2/18	2	雙翅目	黑翅蕈蚋科	中性物種		分?期	MO1	Sciaridae	2018/4/2	92
38	4/2/18	1	鞘翅目	蕈甲科	中性物種		分?期	MO1	Leiodidae	2018/4/2	92
173	4/2/18	1	膜翅目	纓小蜂科	擬寄生者	gonatocerus	分?期	MO2	Mymaridae	2018/4/2	92
176	4/2/18	1	膜翅目	金小蜂科	擬寄生者	panstenon	分?期	MO2	Pteromalidae	2018/4/2	92
177	4/2/18	1	雙翅目	搖蚊科	中性物種	小刺搖蚊	分?期	MO2	Chironomidae	2018/4/2	92
178	4/2/18	7	半翅目	花椿科	掠食者	小黑花椿象	乳熟期	MO2	Anthocoridae	2018/6/2	153
182	4/2/18	2	鞘翅目	象鼻蟲科	稻害者	水稻水象鼻蟲	分?期	MO2	Curculionidae	2018/4/2	92
185	4/2/18	2	直翅目	蝗科	稻害者	台灣稻蝗	乳熟期	MO2	Acrididae	2018/6/2	153
193	4/2/18	31	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?期	MO2	Chironomidae	2018/4/2	92
196	4/2/18	94	雙翅目	搖蚊科	中性物種	克利搖蚊	分?期	MO2	Chironomidae	2018/4/2	92
204	4/2/18	1	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	分?期	MO2	Cicadellidae	2018/4/2	92
258	4/2/18	1	雙翅目	渚蠅科	中性物種		分?期	MO2	Ephydridae	2018/4/2	92
282	4/2/18	1	鞘翅目	隱翅蟲科	掠食者		分?期	MO2	Staphylinidae	2018/4/2	92
289	4/2/18	5	膜翅目	鐮蜂科	擬寄生者		乳熟期	MO2	Dryinidae	2018/6/2	153
290	4/2/18	1	雙翅目	渚蠅科	中性物種	Psilopa	成活期	MO3	Ephydridae	2018/4/2	92
291	4/2/18	1	雙翅目	搖蚊科	中性物種	隱搖蚊	成活期	MO3	Chironomidae	2018/4/2	92
71	5/3/18	1	雙翅目	舞虻科	掠食者	drapetis	分?盛期	MO1	Empididae	2018/5/3	123
72	5/3/18	2	雙翅目	渚蠅科	中性物種	Hydreilla	分?盛期	MO1	Ephydridae	2018/5/3	123
73	5/3/18	1	雙翅目	長足虻科	掠食者	Medetera	分?盛期	MO1	Dolichopodidae	2018/5/3	123
74	5/3/18	4	直翅目	蝗科	稻害者	小稻蝗	分?盛期	MO1	Acrididae	2018/5/3	123
75	5/3/18	1	直翅目	蝗科	稻害者	台灣稻蝗	分?盛期	MO1	Acrididae	2018/5/3	123
76	5/3/18	1	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	MO1	Delphacidae	2018/5/3	123
77	5/3/18	1	蜻蛉目	細蟌科	掠食者	青紋細蟌	分?盛期	MO1	Coenagrionidae	2018/5/3	123
78	5/3/18	1	直翅目	菱蝗科	植食者	條背土蝗	分?盛期	MO1	Tetrigidae	2018/5/3	123
79	5/3/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	分?盛期	MO1	Coccinellidae	2018/5/3	123
80	5/3/18	1	雙翅目	家蠅科	中性物種		分?盛期	MO1	Muscidae	2018/5/3	123
187	5/3/18	2	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	MO2	Delphacidae	2018/5/3	123
22	3/15/18	8	雙翅目	渚蠅科	中性物種	Psilopa	未插秧	MO1	Ephydridae	2018/3/15	74
23	3/15/18	2	雙翅目	蠓科	中性物種	庫蠓	未插秧	MO1	Ceratopogonidae	2018/3/15	74
24	3/15/18	1	雙翅目	搖蚊科	中性物種	隱搖蚊	未插秧	MO1	Chironomidae	2018/3/15	74
174	3/15/18	1	雙翅目	長足虻科	掠食者	Medetera	成活期	MO2	Dolichopodidae	2018/3/15	74
175	3/15/18	1	雙翅目	渚蠅科	中性物種	Notiphia	成活期	MO2	Ephydridae	2018/3/15	74
261	3/15/18	21	雙翅目	搖蚊科	中性物種		成活期	MO2	Chironomidae	2018/3/15	74
525	3/15/18	1	膜翅目	蟻科	掠食者	花居單家蟻	分?期	MC2	Formicidae	2018/3/15	74
533	3/15/18	3	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?期	MC2	Chironomidae	2018/3/15	74
584	3/15/18	1	膜翅目	蚜小蜂科	擬寄生者		分?期	MC2	Aphelinidae	2018/3/15	74
634	3/15/18	1	雙翅目	渚蠅科	中性物種	Psilopa	插秧	MC3	Ephydridae	2018/3/15	74
660	3/15/18	1	纓翅目	管薊馬科	稻害者	稻管薊馬	插秧	MC3	Phlaeothripidae	2018/3/15	74
693	3/15/18	1	雙翅目	搖蚊科	中性物種		插秧	MC3	Chironomidae	2018/3/15	74
701	3/15/18	1	膜翅目	繭蜂科	擬寄生者		插秧	MC3	Braconidae	2018/3/15	74
704	3/15/18	2	雙翅目	蠓科	中性物種		插秧	MC3	Ceratopogonidae	2018/3/15	74
740	3/15/18	2	雙翅目	搖蚊科	中性物種	池畔搖蚊	插秧	LO1	Chironomidae	2018/3/15	74
769	3/15/18	4	雙翅目	搖蚊科	中性物種	隱搖蚊	插秧	LO1	Chironomidae	2018/3/15	74
870	3/15/18	1	雙翅目	渚蠅科	中性物種		分?期	LO2	Ephydridae	2018/3/15	74
871	3/15/18	5	雙翅目	搖蚊科	中性物種		分?期	LO2	Chironomidae	2018/3/15	74
891	3/15/18	4	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?期	LO3	Chironomidae	2018/3/15	74
1124	3/15/18	2	雙翅目	搖蚊科	中性物種		分?期	LC3	Chironomidae	2018/3/15	74
39	4/20/18	6	雙翅目	稈蠅科	掠食者	anatrichus	分?盛期	MO1	Chloropidae	2018/4/20	110
40	4/20/18	2	雙翅目	長足虻科	掠食者	Dolichopus	分?盛期	MO1	Dolichopodidae	2018/4/20	110
41	4/20/18	3	雙翅目	舞虻科	掠食者	Drapetis	分?盛期	MO1	Empididae	2018/4/20	110
42	4/20/18	6	雙翅目	渚蠅科	中性物種	Hydreilla	分?盛期	MO1	Ephydridae	2018/4/20	110
43	4/20/18	1	膜翅目	緣腹細蜂科	擬寄生者	macroteleia	分?盛期	MO1	Scelionidae	2018/4/20	110
44	4/20/18	3	雙翅目	長足虻科	掠食者	Medetera	分?盛期	MO1	Dolichopodidae	2018/4/20	110
45	4/20/18	3	雙翅目	稈蠅科	中性物種	Mepachymerus	分?盛期	MO1	Chloropidae	2018/4/20	110
46	4/20/18	1	膜翅目	小繭蜂科	擬寄生者	opius	分?盛期	MO1	Braconidae	2018/4/20	110
47	4/20/18	18	雙翅目	渚蠅科	中性物種	Psilopa	分?盛期	MO1	Ephydridae	2018/4/20	110
48	4/20/18	4	直翅目	蝗科	稻害者	小稻蝗	分?盛期	MO1	Acrididae	2018/4/20	110
49	4/20/18	7	雙翅目	蠓科	中性物種	毛蠓	分?盛期	MO1	Ceratopogonidae	2018/4/20	110
50	4/20/18	3	鞘翅目	象鼻蟲科	稻害者	水稻水象鼻蟲	分?盛期	MO1	Curculionidae	2018/4/20	110
51	4/20/18	15	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	MO1	Delphacidae	2018/4/20	110
52	4/20/18	1	蜻蛉目	細蟌科	掠食者	白粉細蟌	分?盛期	MO1	Coenagrionidae	2018/4/20	110
53	4/20/18	3	半翅目	葉蟬科	稻害者	白翅褐脈葉蟬	分?盛期	MO1	Cicadellidae	2018/4/20	110
54	4/20/18	342	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	MO1	Chironomidae	2018/4/20	110
55	4/20/18	23	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	MO1	Chironomidae	2018/4/20	110
56	4/20/18	3	雙翅目	渚蠅科	掠食者	泥渚蠅	分?盛期	MO1	Ephydridae	2018/4/20	110
57	4/20/18	6	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	分?盛期	MO1	Cicadellidae	2018/4/20	110
58	4/20/18	1	膜翅目	緣腹細蜂科	擬寄生者	粒卵蜂	分?盛期	MO1	Scelionidae	2018/4/20	110
59	4/20/18	1	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	MO1	Tetragnathidae	2018/4/20	110
60	4/20/18	24	半翅目	葉蟬科	稻害者	黑唇斑葉蟬	分?盛期	MO1	Cicadellidae	2018/4/20	110
61	4/20/18	1	半翅目	葉蟬科	稻害者	黑條黑尾葉蟬	分?盛期	MO1	Cicadellidae	2018/4/20	110
62	4/20/18	10	半翅目	葉蟬科	稻害者	電光葉蟬	分?盛期	MO1	Cicadellidae	2018/4/20	110
63	4/20/18	2	蜘蛛目	長腳蛛科	掠食者	綠鱗長腳蛛	分?盛期	MO1	Tetragnathidae	2018/4/20	110
64	4/20/18	1	膜翅目	葉蜂科 	植食者	樟葉蜂	分?盛期	MO1	Tenthredinidae	2018/4/20	110
65	4/20/18	2	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	分?盛期	MO1	Coccinellidae	2018/4/20	110
66	4/20/18	125	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	MO1	Chironomidae	2018/4/20	110
67	4/20/18	1	半翅目	地緣椿科	植食者		分?盛期	MO1	Rhyparochromidae	2018/4/20	110
68	4/20/18	6	半翅目	盲椿科	植食者		分?盛期	MO1	Miridae	2018/4/20	110
69	4/20/18	2	雙翅目	蚊科	中性物種		分?盛期	MO1	Culicidae	2018/4/20	110
70	4/20/18	1	蜘蛛目	蠅虎科	掠食者		分?盛期	MO1	Salticidae	2018/4/20	110
180	4/20/18	1	直翅目	蝗科	稻害者	小稻蝗	分?盛期	MO2	Acrididae	2018/4/20	110
186	4/20/18	6	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	MO2	Delphacidae	2018/4/20	110
192	4/20/18	81	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	MO2	Chironomidae	2018/4/20	110
195	4/20/18	20	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	MO2	Chironomidae	2018/4/20	110
201	4/20/18	2	雙翅目	蠓科	中性物種	庫蠓	分?盛期	MO2	Ceratopogonidae	2018/4/20	110
202	4/20/18	2	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	分?盛期	MO2	Cicadellidae	2018/4/20	110
210	4/20/18	11	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	MO2	Tetragnathidae	2018/4/20	110
217	4/20/18	15	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	MO2	Chironomidae	2018/4/20	110
219	4/20/18	9	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	MO2	Chironomidae	2018/4/20	110
222	4/20/18	2	膜翅目	小繭蜂科	擬寄生者		分?盛期	MO2	Braconidae	2018/4/20	110
