"","Date","Count","Order","Family","Guild","Genus","stage","farm","family_english","date","julian_date"
"244","4/20/18",1,"膜翅目","姬蜂科","擬寄生者","","分糵盛期","MO2","Ichneumonidae",2018-04-20,110
"245","6/2/18",37,"半翅目","荔椿科","植食者","","乳熟期","MO2","Tessaratomidae",2018-06-02,153
"246","6/16/18",5,"半翅目","荔椿科","植食者","","乳熟期","MO2","Tessaratomidae",2018-06-16,167
"247","4/20/18",1,"雙翅目","蚊科","中性物種","","分糵盛期","MO2","Culicidae",2018-04-20,110
"248","6/2/18",1,"雙翅目","蚊科","中性物種","","乳熟期","MO2","Culicidae",2018-06-02,153
"249","5/3/18",1,"半翅目","蚜科","植食者","","分糵盛期","MO2","Aphididae",2018-05-03,123
"250","5/18/18",1,"半翅目","蚜科","植食者","","孕穗期","MO2","Aphididae",2018-05-18,138
"251","5/3/18",1,"直翅目","蚤蝗科","植食者","","分糵盛期","MO2","Tridactylidae",2018-05-03,123
"252","5/18/18",1,"直翅目","蚤蝗科","植食者","","孕穗期","MO2","Tridactylidae",2018-05-18,138
"253","6/2/18",1,"直翅目","蚤蝗科","植食者","","乳熟期","MO2","Tridactylidae",2018-06-02,153
"254","5/3/18",3,"雙翅目","蚤蠅科","擬寄生者","","分糵盛期","MO2","Phoridae",2018-05-03,123
"255","5/18/18",1,"雙翅目","蚤蠅科","擬寄生者","","孕穗期","MO2","Phoridae",2018-05-18,138
"256","6/2/18",4,"雙翅目","寄生蠅科","擬寄生者","","乳熟期","MO2","Tachinidae",2018-06-02,153
"257","4/20/18",12,"雙翅目","渚蠅科","中性物種","","分糵盛期","MO2","Ephydridae",2018-04-20,110
"258","4/2/18",1,"雙翅目","渚蠅科","中性物種","","分糵期","MO2","Ephydridae",2018-04-02,92
"259","5/18/18",5,"雙翅目","廁蠅科","中性物種","","孕穗期","MO2","Fanniidae",2018-05-18,138
"260","4/20/18",5,"雙翅目","稈蠅科","中性物種","","分糵盛期","MO2","Chloropidae",2018-04-20,110
"261","3/15/18",21,"雙翅目","搖蚊科","中性物種","","成活期","MO2","Chironomidae",2018-03-15,74
"262","5/18/18",2,"半翅目","椿科","稻害者","","孕穗期","MO2","Pentatomidae",2018-05-18,138
"263","6/16/18",3,"半翅目","椿科","稻害者","","乳熟期","MO2","Pentatomidae",2018-06-16,167
"264","5/18/18",1,"蜘蛛目","跳蛛科","掠食者","","孕穗期","MO2","Salticidae",2018-05-18,138
"265","6/2/18",1,"蜘蛛目","跳蛛科","掠食者","","乳熟期","MO2","Salticidae",2018-06-02,153
"266","6/16/18",2,"雙翅目","實蠅科","中性物種","","乳熟期","MO2","Tephritidae",2018-06-16,167
"267","4/20/18",6,"纓翅目","管薊馬科","稻害者","","分糵盛期","MO2","Phlaeothripidae",2018-04-20,110
"268","5/3/18",1,"纓翅目","管薊馬科","稻害者","","分糵盛期","MO2","Phlaeothripidae",2018-05-03,123
"269","5/18/18",3,"半翅目","緣椿科","植食者","","孕穗期","MO2","Coreidae",2018-05-18,138
"270","6/16/18",1,"膜翅目","緣腹細蜂科","擬寄生者","","乳熟期","MO2","Scelionidae",2018-06-16,167
"271","4/20/18",1,"雙翅目","縞蠅科","中性物種","","分糵盛期","MO2","Lauxaniidae",2018-04-20,110
"272","5/18/18",1,"雙翅目","縞蠅科","中性物種","","孕穗期","MO2","Lauxaniidae",2018-05-18,138
"273","6/2/18",3,"鱗翅目","螟蛾科","稻害者","","乳熟期","MO2","Pyralidae",2018-06-02,153
"274","5/3/18",1,"蜘蛛目","貓蛛科","掠食者","","分糵盛期","MO2","Oxyopidae",2018-05-03,123
"275","6/2/18",4,"蜘蛛目","貓蛛科","掠食者","","乳熟期","MO2","Oxyopidae",2018-06-02,153
"276","6/16/18",1,"蜘蛛目","貓蛛科","掠食者","","乳熟期","MO2","Oxyopidae",2018-06-16,167
"277","5/18/18",1,"半翅目","龜椿科","植食者","","孕穗期","MO2","Plataspidae ",2018-05-18,138
"278","5/3/18",2,"雙翅目","糞蠅科","中性物種","","分糵盛期","MO2","Scathophagidae",2018-05-03,123
"279","5/18/18",1,"雙翅目","糞蠅科","中性物種","","孕穗期","MO2","Scathophagidae",2018-05-18,138
"280","5/18/18",1,"直翅目","螽斯科","植食者","","孕穗期","MO2","Tettigoniidae",2018-05-18,138
"281","6/16/18",1,"直翅目","螽斯科","植食者","","乳熟期","MO2","Tettigoniidae",2018-06-16,167
"282","4/2/18",1,"鞘翅目","隱翅蟲科","掠食者","","分糵期","MO2","Staphylinidae",2018-04-02,92
"283","5/18/18",2,"蜘蛛目","蟹蛛科","掠食者","","孕穗期","MO2","Thomisidae",2018-05-18,138
"284","6/16/18",1,"蜘蛛目","蟹蛛科","掠食者","","乳熟期","MO2","Thomisidae",2018-06-16,167
"285","6/16/18",1,"膜翅目","蟻形蜂科","擬寄生者","","乳熟期","MO2","Bethylidae",2018-06-16,167
"286","4/20/18",1,"膜翅目","蟻科","掠食者","","分糵盛期","MO2","Formicidae",2018-04-20,110
"287","6/2/18",1,"膜翅目","蟻科","掠食者","","乳熟期","MO2","Formicidae",2018-06-02,153
"288","5/18/18",2,"雙翅目","蠓科","中性物種","","孕穗期","MO2","Ceratopogonidae",2018-05-18,138
"289","6/2/18",5,"膜翅目","鐮蜂科","擬寄生者","","乳熟期","MO2","Dryinidae",2018-06-02,153
"290","4/2/18",1,"雙翅目","渚蠅科","中性物種","Psilopa","成活期","MO3","Ephydridae",2018-04-02,92
"291","4/2/18",1,"雙翅目","搖蚊科","中性物種","隱搖蚊","成活期","MO3","Chironomidae",2018-04-02,92
"292","4/20/18",1,"半翅目","盲椿科","掠食者","Tytthus chinensis","分糵期","MO3","Miridae",2018-04-20,110
"293","4/20/18",1,"膜翅目","金小蜂科","擬寄生者","","分糵期","MO3","Pteromalidae",2018-04-20,110
"294","4/20/18",2,"雙翅目","長足虻科","掠食者","","分糵期","MO3","Dolichopodidae",2018-04-20,110
"295","4/20/18",26,"雙翅目","渚蠅科","中性物種","Psilopa","分糵期","MO3","Ephydridae",2018-04-20,110
"296","4/20/18",1,"半翅目","蛛緣椿科","稻害者","","分糵期","MO3","Alydidae",2018-04-20,110
"297","4/20/18",12,"雙翅目","搖蚊科","中性物種","小刺搖蚊","分糵期","MO3","Chironomidae",2018-04-20,110
"298","4/20/18",25,"雙翅目","搖蚊科","中性物種","池畔搖蚊","分糵期","MO3","Chironomidae",2018-04-20,110
"299","4/20/18",16,"雙翅目","搖蚊科","中性物種","克利搖蚊","分糵期","MO3","Chironomidae",2018-04-20,110
"300","4/20/18",38,"雙翅目","搖蚊科","中性物種","隱搖蚊","分糵期","MO3","Chironomidae",2018-04-20,110
"301","4/20/18",17,"雙翅目","搖蚊科","中性物種","鹽埕搖蚊","分糵期","MO3","Chironomidae",2018-04-20,110
"302","4/20/18",3,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","分糵期","MO3","Cicadellidae",2018-04-20,110
"303","4/20/18",5,"半翅目","稻蝨科","稻害者","白背飛蝨","分糵期","MO3","Delphacidae",2018-04-20,110
"304","4/20/18",1,"鞘翅目","隱翅蟲科","掠食者","","分糵期","MO3","Staphylinidae",2018-04-20,110
"305","4/20/18",1,"蜘蛛目","蠅虎科","掠食者","","分糵期","MO3","Salticidae",2018-04-20,110
"306","5/3/18",3,"半翅目","地緣椿科","植食者","","分糵期","MO3","Rhyparochromidae",2018-05-03,123
"307","5/3/18",1,"半翅目","盲椿科","植食者","","分糵期","MO3","Miridae",2018-05-03,123
"308","5/3/18",1,"膜翅目","金小蜂科","擬寄生者","","分糵期","MO3","Pteromalidae",2018-05-03,123
"309","5/3/18",3,"雙翅目","長足虻科","掠食者","Medetera","分糵期","MO3","Dolichopodidae",2018-05-03,123
"310","5/3/18",1,"膜翅目","姬蜂科","擬寄生者","","分糵期","MO3","Ichneumonidae",2018-05-03,123
"311","5/3/18",1,"半翅目","蛛緣椿科","稻害者","禾蛛緣椿","分糵期","MO3","Alydidae",2018-05-03,123
"312","5/3/18",1,"雙翅目","搖蚊科","中性物種","小刺搖蚊","分糵期","MO3","Chironomidae",2018-05-03,123
"313","5/3/18",1,"雙翅目","搖蚊科","中性物種","池畔搖蚊","分糵期","MO3","Chironomidae",2018-05-03,123
"314","5/3/18",4,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","分糵期","MO3","Cicadellidae",2018-05-03,123
"315","5/3/18",1,"鱗翅目","蛺蝶科","稻害者","淡色樹蔭蝶","分糵期","MO3","Nymphalidae",2018-05-03,123
"316","5/3/18",4,"半翅目","稻蝨科","稻害者","白背飛蝨","分糵期","MO3","Delphacidae",2018-05-03,123
"317","5/3/18",7,"蜘蛛目","蟹蛛科","掠食者","","分糵期","MO3","Thomisidae",2018-05-03,123
"318","5/18/18",1,"蜘蛛目","皿網蛛科","掠食者","","分糵盛期","MO3","Linyphiidae",2018-05-18,138
"319","5/18/18",1,"半翅目","地緣椿科","植食者","","分糵盛期","MO3","Rhyparochromidae",2018-05-18,138
"320","5/18/18",1,"雙翅目","沼蠅科","中性物種","長角沼蠅","分糵盛期","MO3","Sciomyzidae",2018-05-18,138
"321","5/18/18",4,"雙翅目","渚蠅科","中性物種","","分糵盛期","MO3","Ephydridae",2018-05-18,138
"322","5/18/18",1,"半翅目","蛛緣椿科","稻害者","禾蛛緣椿","分糵盛期","MO3","Alydidae",2018-05-18,138
"323","5/18/18",2,"半翅目","稻蝨科","稻害者","白背飛蝨","分糵盛期","MO3","Delphacidae",2018-05-18,138
"324","5/18/18",1,"半翅目","稻蝨科","稻害者","斑飛蝨","分糵盛期","MO3","Delphacidae",2018-05-18,138
"325","6/2/18",1,"半翅目","地緣椿科","植食者","","分糵盛期","MO3","Rhyparochromidae",2018-06-02,153
"326","6/2/18",1,"半翅目","盲椿科","","","分糵盛期","MO3","Miridae",2018-06-02,153
"327","6/2/18",6,"膜翅目","金小蜂科","擬寄生者","","分糵盛期","MO3","Pteromalidae",2018-06-02,153
"328","6/2/18",1,"雙翅目","長足虻科","掠食者","","分糵盛期","MO3","Dolichopodidae",2018-06-02,153
"329","6/2/18",1,"半翅目","蛛緣椿科","稻害者","","分糵盛期","MO3","Alydidae",2018-06-02,153
"330","6/2/18",4,"半翅目","椿科","稻害者","","分糵盛期","MO3","Pentatomidae",2018-06-02,153
"331","6/2/18",1,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","分糵盛期","MO3","Cicadellidae",2018-06-02,153
"332","6/2/18",1,"半翅目","葉蟬科","稻害者","黑條黑尾葉蟬","分糵盛期","MO3","Cicadellidae",2018-06-02,153
"333","6/2/18",1,"半翅目","稻蝨科","稻害者","白背飛蝨","分糵盛期","MO3","Delphacidae",2018-06-02,153
"334","6/2/18",2,"半翅目","稻蝨科","稻害者","斑飛蝨","分糵盛期","MO3","Delphacidae",2018-06-02,153
"335","6/2/18",1,"半翅目","蔓椿科","稻害者","","分糵盛期","MO3","Pentatomidae",2018-06-02,153
"336","6/2/18",2,"直翅目","蝗科","稻害者","小稻蝗","分糵盛期","MO3","Acrididae",2018-06-02,153
"337","6/2/18",2,"鞘翅目","瓢蟲科","掠食者","橙瓢蟲","分糵盛期","MO3","Coccinellidae",2018-06-02,153
"338","6/16/18",5,"半翅目","地緣椿科","植食者","","分糵盛期","MO3","Rhyparochromidae",2018-06-16,167
"339","6/16/18",6,"雙翅目","沼蠅科","中性物種","長角沼蠅","分糵盛期","MO3","Sciomyzidae",2018-06-16,167
"340","6/16/18",1,"半翅目","花椿科","掠食者","小黑花椿象","分糵盛期","MO3","Anthocoridae",2018-06-16,167
"341","6/16/18",1,"膜翅目","金小蜂科","擬寄生者","","分糵盛期","MO3","Pteromalidae",2018-06-16,167
"342","6/16/18",2,"雙翅目","長足虻科","掠食者","","分糵盛期","MO3","Dolichopodidae",2018-06-16,167
"343","6/16/18",1,"蜘蛛目","長腳蛛科","掠食者","華麗長腳蛛","分糵盛期","MO3","Tetragnathidae",2018-06-16,167
"344","6/16/18",1,"蜘蛛目","袋蛛科","掠食者","","分糵盛期","MO3","Clubionidae ",2018-06-16,167
"345","6/16/18",17,"半翅目","蛛緣椿科","稻害者","禾蛛緣椿","分糵盛期","MO3","Alydidae",2018-06-16,167
"346","6/16/18",1,"鞘翅目","象鼻蟲科","稻害者","水稻水象鼻蟲","分糵盛期","MO3","Curculionidae",2018-06-16,167
"347","6/16/18",1,"雙翅目","搖蚊科","中性物種","小刺搖蚊","分糵盛期","MO3","Chironomidae",2018-06-16,167
"348","6/16/18",3,"半翅目","椿科","稻害者","南方綠椿象","分糵盛期","MO3","Pentatomidae",2018-06-16,167
"349","6/16/18",8,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","分糵盛期","MO3","Cicadellidae",2018-06-16,167
"350","6/16/18",2,"半翅目","稻蝨科","稻害者","白背飛蝨","分糵盛期","MO3","Delphacidae",2018-06-16,167
"351","6/16/18",8,"半翅目","稻蝨科","稻害者","斑飛蝨","分糵盛期","MO3","Delphacidae",2018-06-16,167
"352","6/16/18",5,"半翅目","蔓椿科","稻害者","稻赤蔓椿","分糵盛期","MO3","Pentatomidae",2018-06-16,167
"353","6/16/18",1,"直翅目","蝗科","稻害者","小稻蝗","分糵盛期","MO3","Acrididae",2018-06-16,167
"354","6/16/18",2,"鞘翅目","瓢蟲科","掠食者","橙瓢蟲","分糵盛期","MO3","Coccinellidae",2018-06-16,167
"355","6/16/18",2,"直翅目","螽斯科","植食者","","分糵盛期","MO3","Tettigoniidae",2018-06-16,167
"356","6/16/18",3,"蜘蛛目","蟹蛛科","掠食者","","分糵盛期","MO3","Thomisidae",2018-06-16,167
"357","6/30/18",2,"雙翅目","沼蠅科","中性物種","長角沼蠅","乳熟期","MO3","Sciomyzidae",2018-06-30,181
"358","6/30/18",1,"雙翅目","花蠅科","中性物種","","乳熟期","MO3","Anthomyiidae",2018-06-30,181
"359","6/30/18",1,"雙翅目","渚蠅科","中性物種","","乳熟期","MO3","Ephydridae",2018-06-30,181
"360","6/30/18",1,"雙翅目","稈蠅科","中性物種","","乳熟期","MO3","Chloropidae",2018-06-30,181
"361","6/30/18",2,"半翅目","大眼長椿科","掠食者","geocoris","乳熟期","MO3","Geocoridae",2018-06-30,181
"362","6/30/18",1,"半翅目","盲椿科","掠食者","Tytthus chinensis","乳熟期","MO3","Miridae",2018-06-30,181
"363","6/30/18",1,"半翅目","花椿科","掠食者","小黑花椿象","乳熟期","MO3","Anthocoridae",2018-06-30,181
"364","6/30/18",1,"蜘蛛目","金蛛科","掠食者","","乳熟期","MO3","Araneidae",2018-06-30,181
"365","6/30/18",1,"蜘蛛目","狼蛛科","掠食者","","乳熟期","MO3","Lycosidae",2018-06-30,181
"366","6/30/18",8,"蜘蛛目","貓蛛科","掠食者","","乳熟期","MO3","Oxyopidae",2018-06-30,181
"367","6/30/18",3,"半翅目","獵椿科","掠食者","","乳熟期","MO3","Reduviidae",2018-06-30,181
"368","6/30/18",1,"膜翅目","蟻科","掠食者","","乳熟期","MO3","Formicidae",2018-06-30,181
"369","6/30/18",2,"蜘蛛目","蠅虎科","掠食者","","乳熟期","MO3","Salticidae",2018-06-30,181
"370","6/30/18",1,"直翅目","菱蝗科","植食者","","乳熟期","MO3","Tetrigidae",2018-06-30,181
"371","6/30/18",4,"半翅目","龜椿科","植食者","","乳熟期","MO3","Plataspidae ",2018-06-30,181
"372","6/30/18",3,"直翅目","螽斯科","植食者","","乳熟期","MO3","Tettigoniidae",2018-06-30,181
"373","6/30/18",4,"直翅目","蟋蟀科","植食者","","乳熟期","MO3","Gryllidae",2018-06-30,181
"374","6/30/18",7,"半翅目","長椿科","稻害者","隆胸長椿","乳熟期","MO3","Lygaeidae",2018-06-30,181
"375","6/30/18",1,"半翅目","蛛緣椿科","稻害者","禾蛛緣椿","乳熟期","MO3","Alydidae",2018-06-30,181
"376","6/30/18",2,"半翅目","椿科","稻害者","黑椿象","乳熟期","MO3","Pentatomidae",2018-06-30,181
"377","6/30/18",1,"半翅目","葉蟬科","稻害者","白翅褐脈葉蟬","乳熟期","MO3","Cicadellidae",2018-06-30,181
"378","6/30/18",25,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","乳熟期","MO3","Cicadellidae",2018-06-30,181
"379","6/30/18",4,"半翅目","葉蟬科","稻害者","黑條黑尾葉蟬","乳熟期","MO3","Cicadellidae",2018-06-30,181
"380","6/30/18",3,"半翅目","稻蝨科","稻害者","斑飛蝨","乳熟期","MO3","Delphacidae",2018-06-30,181
"381","6/30/18",2,"半翅目","稻蝨科","稻害者","褐飛蝨","乳熟期","MO3","Delphacidae",2018-06-30,181
"382","6/30/18",2,"半翅目","緣椿科","稻害者","稻刺緣椿","乳熟期","MO3","Coreidae",2018-06-30,181
"383","6/30/18",2,"直翅目","蝗科","稻害者","小稻蝗","乳熟期","MO3","Acrididae",2018-06-30,181
"384","6/30/18",1,"膜翅目","金小蜂科","擬寄生者","","乳熟期","MO3","Pteromalidae",2018-06-30,181
"385","6/30/18",1,"雙翅目","寄蠅科","擬寄生者","","乳熟期","MO3","Tachinidae",2018-06-30,181
"386","6/30/18",1,"雙翅目","頭蠅科","擬寄生者","","乳熟期","MO3","Pipunculidae",2018-06-30,181
"387","6/30/18",1,"膜翅目","鐮蜂科","擬寄生者","","乳熟期","MO3","Dryinidae",2018-06-30,181
"388","6/30/18",2,"膜翅目","纓小蜂科","擬寄生者","ooctonus","乳熟期","MO3","Mymaridae",2018-06-30,181
"389","6/30/18",1,"膜翅目","纓小蜂科","擬寄生者","","乳熟期","MO3","Mymaridae",2018-06-30,181
"390","6/30/18",9,"半翅目","盲椿科","","","乳熟期","MO3","Miridae",2018-06-30,181
"399","6/16/18",1,"雙翅目","大附蠅科","中性物種","","乳熟期","MC1","Sphaeroceridae",2018-06-16,167
"400","6/30/18",1,"膜翅目","小蜂科","擬寄生者","brachymeria","乳熟期","MC1","Encyrtidae",2018-06-30,181
"401","4/20/18",1,"膜翅目","小繭蜂科","擬寄生者","cotesia","分糵盛期","MC1","Braconidae",2018-04-20,110
"402","6/30/18",6,"膜翅目","小繭蜂科","擬寄生者","opius","乳熟期","MC1","Braconidae",2018-06-30,181
"403","6/2/18",1,"半翅目","介殼蟲科","植食者","","孕穗期","MC1","Pseudococcidae",2018-06-02,153
"404","6/2/18",1,"雙翅目","日蠅科","中性物種","","孕穗期","MC1","Heleomyzidae",2018-06-02,153
"405","4/20/18",1,"蜘蛛目","皿網蛛科","掠食者","","分糵盛期","MC1","Linyphiidae",2018-04-20,110
"406","6/30/18",1,"鞘翅目","步行蟲科","掠食者","","乳熟期","MC1","Carabidae",2018-06-30,181
"407","6/16/18",1,"膜翅目","赤眼蜂科","擬寄生者","ste","乳熟期","MC1","Trichogrammatidae",2018-06-16,167
"408","5/18/18",1,"雙翅目","沼蠅科","中性物種","長角沼蠅","孕穗期","MC1","Sciomyzidae",2018-05-18,138
"409","6/30/18",2,"雙翅目","沼蠅科","中性物種","長角沼蠅","乳熟期","MC1","Sciomyzidae",2018-06-30,181
"410","5/18/18",2,"半翅目","花椿科","掠食者","小黑花椿象","孕穗期","MC1","Anthocoridae",2018-05-18,138
"411","6/2/18",1,"半翅目","花椿科","掠食者","小黑花椿象","孕穗期","MC1","Anthocoridae",2018-06-02,153
"412","6/16/18",2,"半翅目","花椿科","掠食者","小黑花椿象","乳熟期","MC1","Anthocoridae",2018-06-16,167
"413","4/20/18",1,"鞘翅目","金花蟲科","植食者","黑額長筒金花蟲","分糵盛期","MC1","Chrysomelidae",2018-04-20,110
"414","6/2/18",1,"鞘翅目","金花蟲科","植食者","","孕穗期","MC1","Chrysomelidae",2018-06-02,153
"415","6/16/18",5,"蜘蛛目","金蛛科","掠食者","","乳熟期","MC1","Araneidae",2018-06-16,167
"416","4/20/18",2,"雙翅目","長足虻科","掠食者","Medetera","分糵盛期","MC1","Dolichopodidae",2018-04-20,110
"417","5/3/18",2,"雙翅目","長足虻科","掠食者","Medetera","分糵盛期","MC1","Dolichopodidae",2018-05-03,123
"418","4/2/18",2,"雙翅目","長足虻科","掠食者","Medetera","分糵期","MC1","Dolichopodidae",2018-04-02,92
"419","5/18/18",2,"蜘蛛目","長腳蛛科","掠食者","大長腳蛛","孕穗期","MC1","Tetragnathidae",2018-05-18,138
"420","5/18/18",2,"蜘蛛目","長腳蛛科","掠食者","方網長腳蛛","孕穗期","MC1","Tetragnathidae",2018-05-18,138
"421","4/20/18",1,"蜘蛛目","長腳蛛科","掠食者","日本長腳蛛","分糵盛期","MC1","Tetragnathidae",2018-04-20,110
"422","5/3/18",1,"蜘蛛目","長腳蛛科","掠食者","日本長腳蛛","分糵盛期","MC1","Tetragnathidae",2018-05-03,123
"423","4/20/18",1,"蜘蛛目","長腳蛛科","掠食者","爪哇長腳蛛","分糵盛期","MC1","Tetragnathidae",2018-04-20,110
"424","6/30/18",1,"蜘蛛目","長腳蛛科","掠食者","爪哇長腳蛛","乳熟期","MC1","Tetragnathidae",2018-06-30,181
"425","4/20/18",1,"蜘蛛目","長腳蛛科","掠食者","華麗長腳蛛","分糵盛期","MC1","Tetragnathidae",2018-04-20,110
"426","5/18/18",3,"蜘蛛目","長腳蛛科","掠食者","華麗長腳蛛","孕穗期","MC1","Tetragnathidae",2018-05-18,138
"427","6/2/18",1,"蜘蛛目","長腳蛛科","掠食者","","孕穗期","MC1","Tetragnathidae",2018-06-02,153
"428","6/16/18",1,"半翅目","盾春科","植食者","黃盾背椿象","乳熟期","MC1","Scutelleridae",2018-06-16,167
"429","6/30/18",3,"半翅目","盾椿科","植食者","","乳熟期","MC1","Scutelleridae",2018-06-30,181
"430","4/20/18",2,"雙翅目","虻科","中性物種","","分糵盛期","MC1","Tabanidae",2018-04-20,110
"431","5/18/18",1,"雙翅目","蚊科","中性物種","","孕穗期","MC1","Culicidae",2018-05-18,138
"432","6/30/18",1,"雙翅目","蚊科","中性物種","","乳熟期","MC1","Culicidae",2018-06-30,181
"433","4/2/18",2,"雙翅目","蚋科","中性物種","","分糵期","MC1","Simuliidae",2018-04-02,92
"434","5/18/18",2,"雙翅目","寄蠅科","中性物種","","孕穗期","MC1","Tachinidae",2018-05-18,138
"435","4/2/18",1,"雙翅目","桿蠅科","中性物種","Mepachymerus","分糵期","MC1","Chloropidae",2018-04-02,92
"436","4/20/18",48,"雙翅目","渚蠅科","中性物種","Psilopa","分糵盛期","MC1","Ephydridae",2018-04-20,110
"437","4/2/18",1,"雙翅目","渚蠅科","中性物種","","分糵期","MC1","Ephydridae",2018-04-02,92
"438","5/18/18",3,"雙翅目","渚蠅科","中性物種","","孕穗期","MC1","Ephydridae",2018-05-18,138
"439","5/18/18",1,"雙翅目","渚蠅科","中性物種","","孕穗期","MC1","Ephydridae",2018-05-18,138
"440","6/2/18",1,"雙翅目","渚蠅科","中性物種","","孕穗期","MC1","Ephydridae",2018-06-02,153
"441","6/2/18",1,"雙翅目","渚蠅科","中性物種","","孕穗期","MC1","Ephydridae",2018-06-02,153
"442","6/16/18",2,"雙翅目","渚蠅科","中性物種","","乳熟期","MC1","Ephydridae",2018-06-16,167
"443","4/20/18",6,"雙翅目","稈蠅科","掠食者","anatrichus","分糵盛期","MC1","Chloropidae",2018-04-20,110
"444","5/18/18",1,"雙翅目","稈蠅科","掠食者","Anatrichus","孕穗期","MC1","Chloropidae",2018-05-18,138
"445","6/2/18",1,"雙翅目","稈蠅科","掠食者","Anatrichus","孕穗期","MC1","Chloropidae",2018-06-02,153
"446","6/16/18",2,"雙翅目","稈蠅科","掠食者","Anatrichus","乳熟期","MC1","Chloropidae",2018-06-16,167
"447","4/20/18",2,"雙翅目","稈蠅科","中性物種","Mepachymerus","分糵盛期","MC1","Chloropidae",2018-04-20,110
"448","5/18/18",1,"雙翅目","稈蠅科","中性物種","","孕穗期","MC1","Chloropidae",2018-05-18,138
"449","6/2/18",3,"雙翅目","稈蠅科","中性物種","","孕穗期","MC1","Chloropidae",2018-06-02,153
"450","6/2/18",1,"雙翅目","稈蠅科","中性物種","","孕穗期","MC1","Chloropidae",2018-06-02,153
"451","6/16/18",4,"雙翅目","稈蠅科","中性物種","","乳熟期","MC1","Chloropidae",2018-06-16,167
"452","6/30/18",3,"半翅目","蛛緣椿科","稻害者","","乳熟期","MC1","Alydidae",2018-06-30,181
"453","6/30/18",1,"鞘翅目","象鼻蟲科","稻害者","水稻水象鼻蟲","乳熟期","MC1","Curculionidae",2018-06-30,181
"454","5/18/18",2,"雙翅目","搖蚊科","中性物種","小刺搖蚊","孕穗期","MC1","Chironomidae",2018-05-18,138
"455","4/2/18",38,"雙翅目","搖蚊科","中性物種","池畔搖蚊","分糵期","MC1","Chironomidae",2018-04-02,92
"456","4/20/18",40,"雙翅目","搖蚊科","中性物種","隱搖蚊","分糵盛期","MC1","Chironomidae",2018-04-20,110
"457","4/2/18",15,"雙翅目","搖蚊科","中性物種","隱搖蚊","分糵期","MC1","Chironomidae",2018-04-02,92
"458","4/2/18",3,"雙翅目","搖蚊科","中性物種","隱搖蚊2","分糵期","MC1","Chironomidae",2018-04-02,92
"459","6/2/18",1,"半翅目","椿科","稻害者","南方綠椿象","孕穗期","MC1","Pentatomidae",2018-06-02,153
"460","6/16/18",1,"半翅目","椿科","稻害者","南方綠椿象","乳熟期","MC1","Pentatomidae",2018-06-16,167
"461","6/2/18",1,"半翅目","椿科","植食者","黃盾背椿象","孕穗期","MC1","Pentatomidae",2018-06-02,153
"462","6/30/18",3,"半翅目","椿科","稻害者","黑椿象","乳熟期","MC1","Pentatomidae",2018-06-30,181
"463","4/20/18",3,"半翅目","葉蟬科","稻害者","白翅褐脈葉蟬","分糵盛期","MC1","Cicadellidae",2018-04-20,110
"464","4/20/18",1,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","分糵盛期","MC1","Cicadellidae",2018-04-20,110
"465","5/18/18",2,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","孕穗期","MC1","Cicadellidae",2018-05-18,138
"466","6/2/18",8,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","孕穗期","MC1","Cicadellidae",2018-06-02,153
"467","6/16/18",4,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","乳熟期","MC1","Cicadellidae",2018-06-16,167
"468","6/30/18",4,"半翅目","葉蟬科","稻害者","偽黑尾葉蟬","乳熟期","MC1","Cicadellidae",2018-06-30,181
"469","4/20/18",32,"半翅目","葉蟬科","稻害者","黑唇斑葉蟬","分糵盛期","MC1","Cicadellidae",2018-04-20,110
"470","5/18/18",1,"半翅目","葉蟬科","稻害者","黑條黑尾葉蟬","孕穗期","MC1","Cicadellidae",2018-05-18,138
"471","6/2/18",5,"半翅目","葉蟬科","稻害者","黑條黑尾葉蟬","孕穗期","MC1","Cicadellidae",2018-06-02,153
"472","6/16/18",3,"半翅目","葉蟬科","稻害者","黑條黑尾葉蟬","乳熟期","MC1","Cicadellidae",2018-06-16,167
"473","4/20/18",10,"半翅目","葉蟬科","稻害者","電光葉蟬","分糵盛期","MC1","Cicadellidae",2018-04-20,110
"474","6/2/18",7,"半翅目","葉蟬科","稻害者","","孕穗期","MC1","Cicadellidae",2018-06-02,153
"475","4/20/18",1,"鱗翅目","蛺蝶科","稻害者","淡色樹蔭蝶","分糵盛期","MC1","Nymphalidae",2018-04-20,110
"476","5/18/18",2,"膜翅目","釉小蜂科","擬寄生者","Pediobius","孕穗期","MC1","Eulophidae",2018-05-18,138
"477","4/20/18",4,"雙翅目","舞虻科","掠食者","Drapetis","分糵盛期","MC1","Empididae",2018-04-20,110
"478","5/18/18",1,"雙翅目","舞虻科","掠食者","","孕穗期","MC1","Empididae",2018-05-18,138
"479","6/2/18",1,"膜翅目","蜜蜂科","中性物種","","孕穗期","MC1","Apidae",2018-06-02,153
