Farm,Stage,Family.ID,Count,Guild,Guild2,Date,Order,Family,family_english,Guild.C,Genus,stage.C,julian_date
MO3,Tillering,Chi,17,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?期,110
MO3,Tillering,Cic,3,Rice.Herbivore,Rice.herb,20180420,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,分?期,110
MO3,Tillering,Del,5,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?期,110
MO3,Tillering,Sta,1,Predator,Predators,20180420,鞘翅目,隱翅蟲科,Staphylinidae,掠食者,,分?期,110
MO3,Tillering,Ara,1,Predator,Predators,20180420,蜘蛛目,蠅虎科,Salticidae,掠食者,,分?期,110
MC1,Tillering,Bra,1,Parasitoid,Parasitoid,20180420,膜翅目,小繭蜂科,Braconidae,擬寄生者,cotesia,分?盛期,110
LC2,Tillering,Ble,12,Neutral,Detritivores,20180420,雙翅目,網蚊科,Blephariceridae,中性物種,,分?盛期,110
MC1,Tillering,Chr,1,Herbivore,Tour.herb,20180420,鞘翅目,金花蟲科,Chrysomelidae,植食者,黑額長筒金花蟲,分?盛期,110
MC1,Tillering,Dol,2,Predator,Predators,20180420,雙翅目,長足虻科,Dolichopodidae,掠食者,Medetera,分?盛期,110
MC1,Tillering,Tet,1,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,日本長腳蛛,分?盛期,110
MC1,Tillering,Tet,1,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,爪哇長腳蛛,分?盛期,110
MC1,Tillering,Tet,1,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,分?盛期,110
MC1,Tillering,Tab,2,Neutral,Detritivores,20180420,雙翅目,虻科,Tabanidae,中性物種,,分?盛期,110
MC1,Tillering,Eph,48,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,Psilopa,分?盛期,110
MC1,Tillering,Chl,6,Predator,Predators,20180420,雙翅目,稈蠅科,Chloropidae,掠食者,anatrichus,分?盛期,110
MC1,Tillering,Chl,2,Neutral,Detritivores,20180420,雙翅目,稈蠅科,Chloropidae,中性物種,Mepachymerus,分?盛期,110
MC1,Tillering,Chi,40,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
MC1,Tillering,Cic,3,Rice.Herbivore,Rice.herb,20180420,半翅目,葉蟬科,Cicadellidae,稻害者,白翅褐脈葉蟬,分?盛期,110
MC1,Tillering,Cic,1,Rice.Herbivore,Rice.herb,20180420,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,分?盛期,110
MC1,Tillering,Cic,32,Rice.Herbivore,Rice.herb,20180420,半翅目,葉蟬科,Cicadellidae,稻害者,黑唇斑葉蟬,分?盛期,110
MC1,Tillering,Cic,10,Rice.Herbivore,Rice.herb,20180420,半翅目,葉蟬科,Cicadellidae,稻害者,電光葉蟬,分?盛期,110
MC1,Tillering,Nym,1,Rice.Herbivore,Rice.herb,20180420,鱗翅目,蛺蝶科,Nymphalidae,稻害者,淡色樹蔭蝶,分?盛期,110
MC1,Tillering,Emp,4,Predator,Predators,20180420,雙翅目,舞虻科,Empididae,掠食者,Drapetis,分?盛期,110
MC1,Tillering,Del,9,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,110
MC1,Tillering,Del,4,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,褐飛蝨,分?盛期,110
MC1,Tillering,Pen,1,Rice.Herbivore,Rice.herb,20180420,半翅目,蔓椿科,Pentatomidae,稻害者,稻赤蔓椿,分?盛期,110
MC1,Tillering,Coc,2,Predator,Predators,20180420,鞘翅目,瓢蟲科,Coccinellidae,掠食者,橙瓢蟲,分?盛期,110
MC1,Tillering,Ara,1,Predator,Predators,20180420,蜘蛛目,貓蛛科,Oxyopidae,掠食者,,分?盛期,110
MC1,Tillering,Myr,1,Parasitoid,Parasitoid,20180420,膜翅目,纓小蜂科,Mymaridae,擬寄生者,anaphes,分?盛期,110
MC2,Tillering,Chr,1,Herbivore,Tour.herb,20180420,鞘翅目,金花蟲科,Chrysomelidae,植食者,凹脛葉蚤,分?盛期,110
MC2,Tillering,Chi,86,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
MC2,Tillering,Chi,31,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,110
MC2,Tillering,Tet,2,Predator,Predators,20180420,蜘蛛,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,分?盛期,110
MC2,Tillering,Chi,55,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
MC2,Tillering,Ant,1,Predator,Predators,20180420,半翅目,花椿科,Anthocoridae,掠食者,,分?盛期,110
MC2,Tillering,Pte,1,Parasitoid,Parasitoid,20180420,膜翅目,金小蜂科,Pteromalidae,擬寄生者,,分?盛期,110
MC2,Tillering,Chr,1,Herbivore,Tour.herb,20180420,鞘翅目,金花蟲科,Chrysomelidae,植食者,,分?盛期,110
MC2,Tillering,Dol,10,Predator,Predators,20180420,雙翅目,長足虻科,Dolichopodidae,掠食者,,分?盛期,110
MC2,Tillering,Ich,1,Parasitoid,Parasitoid,20180420,膜翅目,姬蜂科,Ichneumonidae,擬寄生者,,分?盛期,110
MC2,Tillering,Eph,10,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,,分?盛期,110
MC2,Tillering,Cic,2,Rice.Herbivore,Rice.herb,20180420,半翅目,葉蟬科,Cicadellidae,稻害者,,分?盛期,110
MC2,Tillering,Del,15,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,,分?盛期,110
MC2,Tillering,Acr,2,Rice.Herbivore,Rice.herb,20180420,直翅目,蝗科,Acrididae,稻害者,,分?盛期,110
MC2,Tillering,Thr,2,Rice.Herbivore,Rice.herb,20180420,纓翅目,薊馬科,Thripidae,稻害者,,分?盛期,110
MC2,Tillering,For,1,Predator,Predators,20180420,膜翅目,蟻科,Formicidae,掠食者,,分?盛期,110
MC3,Tillering,Dol,3,Predator,Predators,20180420,雙翅目,長足虻科,Dolichopodidae,掠食者,Medetera,分?盛期,110
MC3,Tillering,Eph,31,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,Psilopa,分?盛期,110
MC3,Tillering,Chi,2,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,小刺搖蚊,分?盛期,110
MC3,Tillering,Del,3,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,110
MC3,Tillering,Chi,56,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
MC3,Tillering,Chi,29,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,110
MC3,Tillering,Tet,6,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,分?盛期,110
MC3,Tillering,Chi,21,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
MC3,Tillering,Chi,22,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?盛期,110
LC3,Tillering,Bae,1,Neutral,Detritivores,20180420,蜉蝣目,四節蜉蝣科,Baetidae,中性物種,,分?盛期,110
MC3,Tillering,Ich,1,Parasitoid,Parasitoid,20180420,膜翅目,姬蜂科,Ichneumonidae,擬寄生者,,分?盛期,110
MC3,Tillering,Chl,1,Neutral,Detritivores,20180420,雙翅目,稈蠅科,Chloropidae,中性物種,,分?盛期,110
LO1,Tillering,Bra,1,Parasitoid,Parasitoid,20180420,膜翅目,小繭蜂科,Braconidae,擬寄生者,cotesia,分?盛期,110
LO1,Tillering,Myr,1,Parasitoid,Parasitoid,20180420,膜翅目,纓小蜂科,Mymaridae,擬寄生者,gonatocerus,分?盛期,110
LO1,Tillering,Chl,5,Neutral,Detritivores,20180420,雙翅目,稈蠅科,Chloropidae,中性物種,Mepachymerus,分?盛期,110
LO1,Tillering,Eph,6,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,Psilopa,分?盛期,110
LO1,Tillering,Eul,1,Parasitoid,Parasitoid,20180420,膜翅目,釉小蜂科,Eulophidae,擬寄生者,tetrastichus,分?盛期,110
LO1,Tillering,Ant,1,Predator,Predators,20180420,半翅目,花椿科,Anthocoridae,掠食者,小黑花椿象,分?盛期,110
LO1,Tillering,Tet,1,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,日本長腳蛛,分?盛期,110
LO1,Tillering,Cer,152,Neutral,Detritivores,20180420,雙翅目,蠓科,Ceratopogonidae,中性物種,毛蠓,分?盛期,110
LO1,Tillering,Cur,1,Rice.Herbivore,Rice.herb,20180420,鞘翅目,象鼻蟲科,Curculionidae,稻害者,水稻水象鼻蟲,分?盛期,110
LO1,Tillering,Tet,3,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,爪哇長腳蛛,分?盛期,110
LO1,Tillering,Chi,30,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
LO1,Tillering,Tet,4,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,分?盛期,110
LO1,Tillering,Del,2,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,褐飛蝨,分?盛期,110
LO1,Tillering,Chi,2,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
LO1,Tillering,Chi,12,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?盛期,110
LO1,Tillering,Ara,3,Predator,Predators,20180420,蜘蛛目,金蛛科,Araneidae,掠食者,,分?盛期,110
LO1,Tillering,Cul,2,Neutral,Detritivores,20180420,雙翅目,蚊科,Culicidae,中性物種,,分?盛期,110
LO1,Tillering,Ara,1,Predator,Predators,20180420,蜘蛛目,貓蛛科,Oxyopidae,掠食者,,分?盛期,110
LO2,Tillering,Del,2,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,110
LO2,Tillering,Chi,510,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
LO2,Tillering,Chi,15,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,110
LO2,Tillering,Chi,30,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
LO2,Tillering,Chi,9,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?盛期,110
LO2,Tillering,Psy,3,Herbivore,Tour.herb,20180420,半翅目,木蝨科,Psyllidae,植食者,,分?盛期,110
LO2,Tillering,Ant,2,Predator,Predators,20180420,半翅目,花椿科,Anthocoridae,掠食者,,分?盛期,110
LO2,Tillering,Pte,4,Parasitoid,Parasitoid,20180420,膜翅目,金小蜂科,Pteromalidae,擬寄生者,,分?盛期,110
LO2,Tillering,Ara,8,Predator,Predators,20180420,蜘蛛目,金蛛科,Araneidae,掠食者,,分?盛期,110
LO2,Tillering,Dol,2,Predator,Predators,20180420,雙翅目,長足虻科,Dolichopodidae,掠食者,,分?盛期,110
LO2,Tillering,Cul,1,Neutral,Detritivores,20180420,雙翅目,蚊科,Culicidae,中性物種,,分?盛期,110
LO2,Tillering,Aph,2,Rice.Herbivore,Rice.herb,20180420,半翅目,蚜科,Aphididae,稻害者,,分?盛期,110
LO2,Tillering,Eph,5,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,,分?盛期,110
LO2,Tillering,Pth,1,Rice.Herbivore,Rice.herb,20180420,纓翅目,管薊馬科,Phlaeothripidae,稻害者,,分?盛期,110
LO2,Tillering,Thr,1,Rice.Herbivore,Rice.herb,20180420,纓翅目,薊馬科,Thripidae,稻害者,,分?盛期,110
LO3,Tillering,Dol,3,Predator,Predators,20180420,雙翅目,長足虻科,Dolichopodidae,掠食者,medetera,分?盛期,110
LO3,Tillering,Eph,112,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,psilopa,分?盛期,110
LO3,Tillering,Chi,18,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,小刺搖蚊,分?盛期,110
LO3,Tillering,Cur,2,Rice.Herbivore,Rice.herb,20180420,鞘翅目,象鼻蟲科,Curculionidae,稻害者,水稻水象鼻蟲,分?盛期,110
LO3,Tillering,Del,7,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,110
LO3,Tillering,Chi,260,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
LO3,Tillering,Chi,81,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,110
LO3,Tillering,Tet,3,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,分?盛期,110
LO3,Tillering,Coc,1,Predator,Predators,20180420,鞘翅目,瓢蟲科,Coccinellidae,掠食者,橙瓢蟲,分?盛期,110
LO3,Tillering,Chi,55,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
LO3,Tillering,Chi,204,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?盛期,110
LO3,Tillering,Pte,1,Parasitoid,Parasitoid,20180420,膜翅目,金小蜂科,Pteromalidae,擬寄生者,,分?盛期,110
LC1,Tillering,Tet,1,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,分?盛期,110
LC1,Tillering,Eph,6,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,Psilopa,分?盛期,110
LC1,Tillering,Chi,560,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
LC1,Tillering,Chi,12,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
LC1,Tillering,Chi,15,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?盛期,110
LC1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,110
LC2,Tillering,Chi,8,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,小刺搖蚊,分?盛期,110
LC2,Tillering,Ant,1,Predator,Predators,20180420,半翅目,花椿科,Anthocoridae,掠食者,小黑花椿象,分?盛期,110
LC2,Tillering,Tet,2,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,日本長腳蛛,分?盛期,110
LC2,Tillering,Del,4,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,110
LC2,Tillering,Chi,626,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
LC2,Tillering,Chi,115,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,110
LC2,Tillering,Thr,2,Rice.Herbivore,Rice.herb,20180420,纓翅目,薊馬科,Thripidae,稻害者,稻薊馬,分?盛期,110
LC2,Tillering,Coc,1,Predator,Predators,20180420,鞘翅目,瓢蟲科,Coccinellidae,掠食者,橙瓢蟲,分?盛期,110
LC2,Tillering,Chi,23,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
LC2,Tillering,Chi,19,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊2,分?盛期,110
LC2,Tillering,Chi,118,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?盛期,110
LC2,Tillering,Car,1,Predator,Predators,20180420,鞘翅目,步行蟲科,Carabidae,掠食者,,分?盛期,110
LC2,Tillering,Pte,1,Parasitoid,Parasitoid,20180420,膜翅目,金小蜂科,Pteromalidae,擬寄生者,,分?盛期,110
LC2,Tillering,Ara,4,Predator,Predators,20180420,蜘蛛目,金蛛科,Araneidae,掠食者,,分?盛期,110
LC2,Tillering,Ali,1,Parasitoid,Parasitoid,20180420,膜翅目,蚜小蜂科,Aphelinidae,擬寄生者,,分?盛期,110
LC2,Tillering,Eph,89,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,,分?盛期,110
LC2,Tillering,Ara,2,Predator,Predators,20180420,蜘蛛目,袋蛛科,Clubionidae ,掠食者,,分?盛期,110
LC2,Tillering,Chl,2,Neutral,Detritivores,20180420,雙翅目,稈蠅科,Chloropidae,中性物種,,分?盛期,110
LC2,Tillering,Chi,10,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,,分?盛期,110
LC2,Tillering,Enc,1,Parasitoid,Parasitoid,20180420,膜翅目,跳小蜂科,Encyrtidae,擬寄生者,,分?盛期,110
LC2,Tillering,Ara,1,Predator,Predators,20180420,蜘蛛目,跳蛛科,Salticidae,掠食者,,分?盛期,110
LC2,Tillering,Pth,1,Rice.Herbivore,Rice.herb,20180420,纓翅目,管薊馬科,Phlaeothripidae,稻害者,,分?盛期,110
LC2,Tillering,Ara,2,Predator,Predators,20180420,蜘蛛目,貓蛛科,Oxyopidae,掠食者,,分?盛期,110
LC2,Tillering,Ara,1,Predator,Predators,20180420,蜘蛛目,蟹蛛科,Thomisidae,掠食者,,分?盛期,110
LC2,Tillering,Cer,33,Neutral,Detritivores,20180420,雙翅目,蠓科,Ceratopogonidae,中性物種,,分?盛期,110
LC3,Tillering,Eph,10,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,psilopa,分?盛期,110
LC3,Tillering,Chi,43,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,小刺搖蚊,分?盛期,110
LC3,Tillering,Chi,220,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
LC3,Tillering,Chi,78,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,110
LC3,Tillering,Chi,87,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
LC3,Tillering,Chi,192,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?盛期,110
LC3,Tillering,Tet,4,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,分?盛期,110
LC3,Tillering,Coc,1,Predator,Predators,20180420,鞘翅目,瓢蟲科,Coccinellidae,掠食者,橙瓢蟲,分?盛期,110
LC3,Tillering,Del,6,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,110
LC3,Tillering,Cic,6,Rice.Herbivore,Rice.herb,20180420,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,分?盛期,110
LC3,Tillering,Aly,1,Rice.Herbivore,Rice.herb,20180420,半翅目,蛛緣椿科,Alydidae,稻害者,,分?盛期,110
LC3,Tillering,Pth,2,Rice.Herbivore,Rice.herb,20180420,纓翅目,管薊馬科,Phlaeothripidae,稻害者,,分?盛期,110
LC3,Tillering,Pte,1,Parasitoid,Parasitoid,20180420,膜翅目,金小蜂科,Pteromalidae,擬寄生者,trichomalopsis,分?盛期,110
LC3,Tillering,Eul,1,Parasitoid,Parasitoid,20180420,膜翅目,釉小蜂科,Eulophidae,擬寄生者,,分?盛期,110
SO1,Tillering,Dol,1,Predator,Predators,20180420,雙翅目,長足虻科,Dolichopodidae,掠食者,Medetera,分?盛期,110
SO1,Tillering,Eph,3793,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,Psilopa,分?盛期,110
SO1,Tillering,TIP,1,Predator,Predators,20180420,雙翅目,大蚊科,Tipulidae,掠食者,Tipula,分?盛期,110
SO1,Tillering,Tet,1,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,方網長腳蛛,分?盛期,110
SO1,Tillering,Chi,12,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
SO1,Tillering,Chi,7,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,110
SO1,Tillering,Chi,687,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
SC1,Tillering,Eph,1,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,notiphila,分?盛期,110
SC1,Tillering,Eph,6,Neutral,Detritivores,20180420,雙翅目,渚蠅科,Ephydridae,中性物種,Psilopa,分?盛期,110
SC1,Tillering,Mir,1,Predator,Predators,20180420,半翅目,盲椿科,Miridae,掠食者,Tytthus chinensis,分?盛期,110
SC1,Tillering,Tet,1,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,方網長腳蛛,分?盛期,110
SC1,Tillering,Tet,1,Predator,Predators,20180420,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,日本長腳蛛,分?盛期,110
SC1,Tillering,Del,4,Rice.Herbivore,Rice.herb,20180420,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,110
SC1,Tillering,Chi,503,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,110
SC1,Tillering,Chi,10,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,110
SC1,Tillering,For,1,Predator,Predators,20180420,膜翅目,蟻科,Formicidae,掠食者,花居單家蟻,分?盛期,110
SC1,Tillering,Coc,2,Predator,Predators,20180420,鞘翅目,瓢蟲科,Coccinellidae,掠食者,橙瓢蟲,分?盛期,110
SC1,Tillering,Chi,250,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,110
SC1,Tillering,Chi,27,Neutral,Detritivores,20180420,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?盛期,110
SC1,Tillering,Ara,1,Predator,Predators,20180420,蜘蛛目,金蛛科,Araneidae,掠食者,,分?盛期,110
SC1,Tillering,Ich,1,Parasitoid,Parasitoid,20180420,膜翅目,姬蜂科,Ichneumonidae,擬寄生者,,分?盛期,110
MC1,Tillering,Ara,1,Predator,Predators,20180420,蜘蛛目,皿網蛛科,Linyphiidae,掠食者,,分?盛期,110
MC3,Tillering,Ara,1,Predator,Predators,20180420,蜘蛛目,皿網蛛科,Linyphiidae,掠食者,,分?盛期,110
LO1,Tillering,Hps,7,Predator,Predators,20180420,毛翅目,紋石蛾科,Hydropsychidae,掠食者,,分?盛期,110
LO2,Tillering,Hpt,2,Predator,Predators,20180420,毛翅目,姬石蛾科,Hydroptilidae,掠食者,,分?盛期,110
LO3,Tillering,Hps,1,Predator,Predators,20180420,毛翅目,紋石蛾科,Hydropsychidae,掠食者,,分?盛期,110
LC2,Tillering,Hpt,1,Predator,Predators,20180420,毛翅目,姬石蛾科,Hydroptilidae,掠食者,,分?盛期,110
LC2,Tillering,Ara,1,Predator,Predators,20180420,蜘蛛目,狼蛛科,Lycosidae,掠食者,,分?盛期,110
MO1,Tillering,Rhy,1,Herbivore,Tour.herb,20180420,半翅目,地緣椿科,Rhyparochromidae,植食者,,分?盛期,110
LC2,Tillering,Cyn,1,Herbivore,Tour.herb,20180420,膜翅目,癭蜂科,Cynipidae,植食者,,分?盛期,110
LC3,Tillering,Srb,1,Herbivore,Tour.herb,20180420,鞘翅目,金龜子科,Scarabaeidae,植食者,,分?盛期,110
MO2,Tillering,Trc,1,Parasitoid,Parasitoid,20180420,膜翅目,赤眼蜂科,Trichogrammatidae,擬寄生者,,分?盛期,110
LC2,Tillering,Pro,1,Parasitoid,Parasitoid,20180420,膜翅目,細蜂科,Proctotrupidae,擬寄生者,,分?盛期,110
LC2,Tillering,Dia,2,Parasitoid,Parasitoid,20180420,膜翅目,槌角細蜂科,Diapriidae,擬寄生者,,分?盛期,110
MO2,Tillering,Sct,2,Neutral,Detritivores,20180503,雙翅目,糞蠅科,Scathophagidae,中性物種,,分?盛期,123
LC3,Tillering,Hel,1,Neutral,Detritivores,20180503,雙翅目,日蠅科,Heleomyzidae,中性物種,,分?盛期,123
LC3,Tillering,Sim,1,Neutral,Detritivores,20180503,雙翅目,蚋科,Simuliidae,中性物種,,分?盛期,123
LC3,Tillering,Fan,3,Neutral,Detritivores,20180503,雙翅目,廁蠅科,Fanniidae,中性物種,,分?盛期,123
MO1,Tillering,Emp,1,Predator,Predators,20180503,雙翅目,舞虻科,Empididae,掠食者,drapetis,分?盛期,123
MO1,Tillering,Eph,2,Neutral,Detritivores,20180503,雙翅目,渚蠅科,Ephydridae,中性物種,Hydreilla,分?盛期,123
MO1,Tillering,Dol,1,Predator,Predators,20180503,雙翅目,長足虻科,Dolichopodidae,掠食者,Medetera,分?盛期,123
MO1,Tillering,Acr,4,Rice.Herbivore,Rice.herb,20180503,直翅目,蝗科,Acrididae,稻害者,小稻蝗,分?盛期,123
MO1,Tillering,Acr,1,Rice.Herbivore,Rice.herb,20180503,直翅目,蝗科,Acrididae,稻害者,台灣稻蝗,分?盛期,123
MO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20180503,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,123
MO1,Tillering,Coe,1,Predator,Predators,20180503,蜻蛉目,細蟌科,Coenagrionidae,掠食者,青紋細蟌,分?盛期,123
MO1,Tillering,Ter,1,Herbivore,Tour.herb,20180503,直翅目,菱蝗科,Tetrigidae,植食者,條背土蝗,分?盛期,123
MO1,Tillering,Coc,1,Predator,Predators,20180503,鞘翅目,瓢蟲科,Coccinellidae,掠食者,橙瓢蟲,分?盛期,123
MO1,Tillering,Mus,1,Neutral,Detritivores,20180503,雙翅目,家蠅科,Muscidae,中性物種,,分?盛期,123
MO2,Tillering,Del,2,Rice.Herbivore,Rice.herb,20180503,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,123
MO2,Tillering,Cic,1,Rice.Herbivore,Rice.herb,20180503,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,分?盛期,123
MO2,Tillering,Thr,1,Rice.Herbivore,Rice.herb,20180503,纓翅目,薊馬科,Thripidae,稻害者,稻薊馬,分?盛期,123
