Sample.ID,Family,d13C,C.amount_ug,d15N,N.amount_ug,Total.amount_mg,Farmtype,Landscape,Stage,Farm.ID,LSxFT,Date,Year
2Cv30513-DEL1,DEL,-29.26015045,262.2023456,5.568655195,50.22824933,0.501,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-DEL2,DEL,-29.59049113,367.7752528,5.46267533,65.00563735,0.711,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-DEL3,DEL,-27.49276843,472.804124,4.327724171,92.36888611,0.944,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-CRB1,CRB,-25.87951619,283.1603004,11.51358858,46.83482339,0.528,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-TET1,TET,-24.98852303,346.1491778,9.881023752,93.11944963,0.752,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-TET2,TET,-25.86187135,323.8015004,10.75161481,85.63521516,0.705,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-TET3,TET,-25.31471623,506.7623309,11.10403794,125.8435701,1.127,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-TET4,TET,-25.3402725,378.651586,10.86776454,99.14107825,0.517,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-ARA1,ARA,-24.63926932,332.7185937,8.530253009,88.6232021,0.765,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-ARA2,ARA,-24.79645293,252.6530256,8.540559867,65.29878627,0.55,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-CHI1,CHI,-24.71565382,251.7866639,5.253890189,53.26956093,0.546,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-CHI2,CHI,-24.81289287,284.9144156,8.249879725,65.07891745,0.608,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-CHL1,CHL,-23.94373023,298.1076412,12.15125056,64.7858256,0.611,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-SAR1,SAR,-24.34759679,350.640691,14.59278316,84.14407511,0.787,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-EPH1,EPH,-27.46390022,309.5951024,9.906253637,60.25263206,0.626,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-EPH2,EPH,-23.43820806,247.4592504,7.366750017,58.72134014,0.508,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-MUS1,MUS,-23.99308459,325.5825748,9.818982961,78.19853772,0.688,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-MUS2,MUS,-24.66709368,317.5769707,11.78891914,77.45748561,0.669,Cv,Land,Tillering,LC3,LC,20190513,2019
2Cv30513-MUS3,MUS,-23.7343345,267.4260104,12.04365428,65.5186979,0.565,Cv,Land,Tillering,LC3,LC,20190513,2019
2Or30513-ACR1,ACR,-17.11704183,393.2190033,7.257872087,96.12645938,0.872,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-ACR2,ACR,-23.17802349,470.9286922,5.871763901,106.7109154,1.056,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-ACR3,ACR,-14.72608318,635.5123158,8.938331656,148.4098211,1.393,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-CHR1,CHR,-30.15274571,317.5769707,5.568979712,60.83653303,0.632,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-CHR2,CHR,-30.46610411,344.3546238,6.056390138,64.71256452,0.69,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-DEL1,DEL,-28.55918587,314.9137106,4.24407118,66.54551808,0.638,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-DEL2,DEL,-21.81989374,302.5200348,0.027638622,57.11937899,0.592,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-CIC1,CIC,-16.91503627,438.2983775,4.539633169,94.62200336,0.894,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-SYR1,SYR,-26.96562879,382.2864074,7.971494465,68.1609759,0.826,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-CUR1,CUR,-28.76932531,299.8717195,5.371572619,52.03754327,0.603,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-ARA1,ARA,-25.22262495,303.4033926,8.161979473,77.45748561,0.652,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-ARA2,ARA,-27.02837095,239.6883675,8.286805099,58.35705594,0.507,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-TET1,TET,-24.89986787,367.7752528,8.577898704,94.62200336,0.794,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-TET2,TET,-24.76317708,239.6883675,9.400907294,64.19987017,0.519,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-TET3,TET,-24.17712206,441.0811959,8.755301396,106.7109154,1.027,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-TET4,TET,-24.79556713,467.1813452,8.324168949,90.120049,0.925,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-MIR1,MIR,-28.48100076,263.0722239,5.735039855,55.88307645,0.518,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-COC1,COC,-28.01711112,301.63697,1.324521169,61.49378543,0.608,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-DOL1,DOL,-21.94101848,282.2836824,12.30244834,53.70471884,0.625,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-STN1,STN,-23.86717653,500.1296031,7.205446361,104.4349707,1.049,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-CHL1,CHL,-21.27856202,333.6119148,10.04147568,59.23153775,0.753,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-SAR1,SAR,-24.59626665,365.9666332,10.27989326,60.10670438,0.834,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-LAU1,LAU,-14.09557874,290.1837939,13.59448965,61.56683725,0.583,Or,Land,Tillering,LO3,LO,20190513,2019
2Or30513-EPP1,EPP,-24.41664663,243.1391629,8.018949079,56.02845247,0.504,Or,Land,Tillering,LO3,LO,20190513,2019
3Cv10513-TEP1,TEP,-29.31994236,296.344735,4.305198581,57.48325896,0.638,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-TEP2,TEP,-25.59503032,289.3048316,9.97028697,68.1609759,0.577,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-CIC1,CIC,-28.64804169,322.9114028,6.257398862,71.61989262,0.658,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-DEL1,DEL,-28.64647358,303.4033926,4.552815667,52.03754327,0.566,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-API1,API,-22.81999765,293.7025734,2.313601527,69.04310488,0.606,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-TET1,TET,-23.94096124,401.446142,10.91760041,108.9911401,0.881,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-TET2,TET,-23.64405803,500.1296031,9.016675006,137.465834,1.092,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-ARA1,ARA,-24.20175957,525.7921011,9.115968637,144.4905539,1.162,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-ARA2,ARA,-25.28280026,330.0403889,9.166764843,88.6232021,0.72,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-ARA3,ARA,-24.81570489,445.7250874,10.52824038,121.2246255,0.973,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-ARA4,ARA,-24.77008058,573.8793383,9.925075848,165.0005737,1.269,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-CAL1,CAL,-22.88934486,437.3713574,10.75391143,108.9911401,0.92,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-EPH1,EPH,-24.44148552,535.3509415,9.806672327,134.3561011,1.142,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-EPH2,EPH,-26.39117339,281.4073574,8.81733452,54.6481483,0.597,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-CHI1,CHI,-23.62509439,288.4261623,7.841698138,62.80944586,0.609,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-CHI2,CHI,-26.52117254,263.0722239,8.269157336,58.50275535,0.54,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Cv10513-CHI3,CHI,-23.19345644,346.1491778,6.282041256,78.19853772,0.735,Cv,Sea,Tillering,SC1,SC,20190513,2019
3Or10513-PEN1,PEN,-28.12368401,477.4978314,5.803313775,95.37399358,0.963,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-CUR1,CUR,-29.33873519,463.4386868,7.954787018,83.39921844,0.945,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-DEL1,DEL,-26.42387028,299.8717195,4.473886716,53.70471884,0.57,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-RIC1,RIC,-12.85805178,287.5477861,-0.483846675,61.12859765,0.576,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-ARA1,ARA,-25.19810919,269.1695763,8.565664076,65.73865232,0.56,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-TET1,TET,-23.70977635,327.3648213,11.40084006,87.87549201,0.695,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-MUS1,MUS,-25.35030964,338.9779947,11.04641446,74.86754834,0.69,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-MUS2,MUS,-24.82159236,572.9104142,10.21744886,132.0287949,1.195,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-MUS3,MUS,-24.46293222,277.9049878,11.55102343,61.42073836,0.577,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-EPH1,EPH,-28.4010484,262.2023456,10.60529896,51.16871124,0.515,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-EPH2,EPH,-24.45333695,322.9114028,9.552114521,73.2425696,0.675,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-CHL1,CHL,-26.5310359,496.3459198,12.60636582,104.4349707,1.052,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-CHI1,CHI,-25.5081119,280.5313255,7.757950248,63.68740884,0.589,Or,Sea,Tillering,SO1,SO,20190513,2019
3Or10513-CHI2,CHI,-25.77973418,455.7108282,7.33814736,100.2173106,0.927,Or,Sea,Tillering,SO1,SO,20190513,2019
2Cv10620-PEN1,PEN,-28.73648413,494.1105907,5.905933118,84.94036409,1.023,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-CIC1,CIC,-28.6557188,357.7615325,2.555537832,66.01418427,0.678,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-CIC2,CIC,-28.49115188,410.78601,2.415460621,73.0656337,0.78,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-CIC3,CIC,-27.87911294,355.9058554,4.359680323,63.30749558,0.684,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-CIC4,CIC,-28.06100045,362.402158,3.163585369,69.54280409,0.693,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-DEL1,DEL,-26.76154083,501.6322101,4.469326401,76.73220592,0.947,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-DEL2,DEL,-28.8418679,421.9829563,4.981963786,71.34241925,0.782,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-COC1,COC,-27.96921557,421.9829563,5.999553952,69.16769422,0.803,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-ARA1,ARA,-26.05685722,423.8502604,8.034045454,99.78303116,0.897,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-CHL1,CHL,-26.43707008,214.0022664,9.238618744,41.37971082,0.437,Cv,Land,Flowering,LC1,LC,20190620,2019
2Cv10620-MUS1,MUS,-23.93567019,242.4111701,20.20814179,49.04164691,0.513,Cv,Land,Flowering,LC1,LC,20190620,2019
2Or10620-CIC1,CIC,-27.82436449,506.3358834,5.5141511,105.6907407,1.008,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-CIC2,CIC,-28.16586143,479.0830728,5.07397571,88.66086032,0.906,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-CIC3,CIC,-27.95772154,706.6967795,5.390966556,137.8832787,1.403,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-CIC4,CIC,-28.60697504,465.9511895,5.724501089,81.95924897,0.879,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-DEL1,DEL,-29.22267723,510.1002958,5.993572853,71.19250899,0.901,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-DEL2,DEL,-29.2221199,630.301511,6.0068141,100.5224123,1.162,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-DEL3,DEL,-29.71700644,692.3327501,5.845373932,86.42934894,1.187,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-DEL4,DEL,-29.53681394,444.4122211,6.134710818,66.16445625,0.823,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-DEL5,DEL,-28.53540163,533.6575552,6.186641367,80.46711869,0.986,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-TET1,TET,-26.71943107,511.0416036,7.49027725,121.1186628,1.063,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-ARA1,ARA,-27.86330004,353.1229539,7.366609931,74.03901112,0.704,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-STR1,STR,-26.48975483,236.9065316,4.876416857,33.84354646,0.536,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-MUS1,MUS,-25.76830833,267.2185209,8.10344668,50.85837321,0.536,Or,Land,Flowering,LO1,LO,20190620,2019
2Or10620-MUS2,MUS,-22.25024176,446.2834554,8.060105233,76.50790277,0.959,Or,Land,Flowering,LO1,LO,20190620,2019
2Cv20620-CIC1,CIC,-27.29647825,317.0122945,4.491398107,66.99076478,0.634,Cv,Land,Flowering,LC2,LC,20190620,2019
2Cv20620-CIC2,CIC,-28.26106168,446.2834554,4.758429156,86.42934894,0.846,Cv,Land,Flowering,LC2,LC,20190620,2019
2Cv20620-CIC3,CIC,-27.5510025,541.2066863,4.01643061,108.6383045,1.064,Cv,Land,Flowering,LC2,LC,20190620,2019
2Cv20620-DEL1,DEL,-28.60568513,377.2659156,5.351552617,61.80231177,0.716,Cv,Land,Flowering,LC2,LC,20190620,2019
2Cv20620-DEL2,DEL,-28.74070672,616.0357378,5.391680299,102.7389829,1.164,Cv,Land,Flowering,LC2,LC,20190620,2019
2Cv20620-DEL3,DEL,-28.89212191,474.3912721,4.860296106,69.54280409,0.885,Cv,Land,Flowering,LC2,LC,20190620,2019
2Cv20620-COC1,COC,-28.64822149,429.4541376,7.014529088,67.59151722,0.771,Cv,Land,Flowering,LC2,LC,20190620,2019
2Cv20620-ARA1,ARA,-26.00048682,267.2185209,8.177262248,61.80231177,0.548,Cv,Land,Flowering,LC2,LC,20190620,2019
2Cv20620-CHL1,CHL,-28.55152304,335.5150242,8.737989836,66.38984458,0.674,Cv,Land,Flowering,LC2,LC,20190620,2019
2Cv20620-CHL2,CHL,-28.44291866,215.8327244,7.814011369,38.79442958,0.452,Cv,Land,Flowering,LC2,LC,20190620,2019
2Or20620-PYL1,PYL,-30.58642274,357.7615325,5.363813511,68.34222186,0.711,Or,Land,Flowering,LO2,LO,20190620,2019
2Or20620-CIC1,CIC,-28.32188094,329.0353432,4.333325861,67.51643234,0.647,Or,Land,Flowering,LO2,LO,20190620,2019
2Or20620-DEL1,DEL,-29.49920188,367.0448306,5.693249393,50.17727778,0.639,Or,Land,Flowering,LO2,LO,20190620,2019
2Or20620-DEL2,DEL,-28.95566785,329.9607663,4.854911914,56.3749687,0.638,Or,Land,Flowering,LO2,LO,20190620,2019
2Or20620-DEL3,DEL,-28.91396504,409.8534634,3.855410952,64.43569537,0.756,Or,Land,Flowering,LO2,LO,20190620,2019
2Or20620-DEL4,DEL,-29.4434047,366.1161323,4.809941697,58.26100277,0.685,Or,Land,Flowering,LO2,LO,20190620,2019
2Or20620-ARA1,ARA,-28.87379309,492.2310046,8.571407963,107.1650468,1.068,Or,Land,Flowering,LO2,LO,20190620,2019
2Or20620-RED1,RED,-29.16731549,195.7157003,0.995036037,43.05092521,0.41,Or,Land,Flowering,LO2,LO,20190620,2019
2Or20620-CHL1,CHL,-26.92219258,444.4122211,9.452211427,82.70492093,0.903,Or,Land,Flowering,LO2,LO,20190620,2019
2Cv30620-API1,API,-25.21792246,256.1856625,2.66762808,61.57644377,0.541,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-TER1,TER,-20.4666231,297.6196777,4.692579264,67.14096861,0.588,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-DEL1,DEL,-29.21813394,706.6967795,5.762447577,118.9217512,1.315,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-DEL2,DEL,-30.06189349,384.7056549,5.714772274,54.78943404,0.689,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-DEL3,DEL,-29.76854436,504.4541684,4.830340761,78.22695738,0.928,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-CIC1,CIC,-29.25513174,628.3983435,4.926220274,124.0442087,1.21,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-CIC2,CIC,-29.2991403,430.3884037,5.092953364,73.36518162,0.798,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-CIC3,CIC,-29.1758554,512.9244649,4.789005037,103.4773155,0.993,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-CIC4,CIC,-29.12932003,306.8497537,4.981210048,51.91743298,0.565,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-CIC5,CIC,-28.89257417,561.9938175,5.073145656,113.0517868,1.07,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-ARA1,ARA,-27.64859543,485.6550326,7.20354899,94.6000241,0.936,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-COC1,COC,-28.92094764,792.3022953,8.443884677,140.7847097,1.472,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-CHL1,CHL,-18.62314528,267.2185209,5.340114355,56.07305122,0.525,Cv,Land,Flowering,LC3,LC,20190620,2019
2Cv30620-EPH1,EPH,-23.87113305,506.3358834,8.983954547,96.82288555,1.033,Cv,Land,Flowering,LC3,LC,20190620,2019
2Or30620-PEN1,PEN,-30.86425833,323.4845243,4.04584724,60.67273586,0.618,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-CIC1,CIC,-29.51827854,419.1826144,3.085007674,79.72066037,0.983,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-CIC2,CIC,-28.80628225,407.0563148,3.46859138,81.95924897,0.779,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-CIC3,CIC,-28.49536275,416.3830093,2.453582564,90.89001263,0.829,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-CIC4,CIC,-28.88002918,531.7710912,1.007800684,109.3745402,1.064,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-DEL1,DEL,-29.83021291,800.995142,4.803094161,118.9217512,1.442,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-DEL2,DEL,-29.70276031,520.4591852,4.679859217,84.19547849,0.95,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-ARA1,ARA,-28.51678566,418.2493308,5.730898804,90.14722398,0.855,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-RED1,RED,-27.10630563,320.7102203,7.268276519,67.59151722,0.629,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-CHL1,CHL,-28.40763487,478.1445489,8.226195602,98.30348259,0.968,Or,Land,Flowering,LO3,LO,20190620,2019
2Or30620-CHL2,CHL,-28.828983,304.0798712,7.437893902,59.24109305,0.624,Or,Land,Flowering,LO3,LO,20190620,2019
3Cv10620-CIC1,CIC,-27.94711346,343.8519379,3.873314188,70.81768746,0.69,Cv,Sea,Flowering,SC1,SC,20190620,2019
3Cv10620-DEL1,DEL,-28.75883871,348.4864224,4.680584583,70.4428004,0.676,Cv,Sea,Flowering,SC1,SC,20190620,2019
3Cv10620-DEL2,DEL,-29.24690927,305.0030835,5.660008164,42.139511,0.532,Cv,Sea,Flowering,SC1,SC,20190620,2019
3Cv10620-COC1,COC,-29.02647501,454.7080628,5.818656483,66.08932157,0.813,Cv,Sea,Flowering,SC1,SC,20190620,2019
3Cv10620-ARA1,ARA,-27.1292159,337.3670985,7.864259497,72.01688569,0.665,Cv,Sea,Flowering,SC1,SC,20190620,2019
3Cv10620-CHL1,CHL,-26.22045702,296.6971205,9.704302847,52.97597899,0.609,Cv,Sea,Flowering,SC1,SC,20190620,2019
3Cv10620-SAR1,SAR,-26.92073601,436.9305592,10.71900181,87.17344819,0.838,Cv,Sea,Flowering,SC1,SC,20190620,2019
3Cv10620-MUS1,MUS,-22.06286041,423.8502604,10.18284977,84.19547849,0.834,Cv,Sea,Flowering,SC1,SC,20190620,2019
3Or10620-DEL1,DEL,-30.24284794,432.2571816,6.428055296,63.38272725,0.769,Or,Sea,Flowering,SO1,SO,20190620,2019
3Or10620-COC1,COC,-28.73045123,456.5810984,7.6333328,71.56726499,0.91,Or,Sea,Flowering,SO1,SO,20190620,2019
3Or10620-COC2,COC,-28.05896831,317.9366531,8.458700304,64.88681015,0.64,Or,Sea,Flowering,SO1,SO,20190620,2019
3Or10620-TAB1,TAB,-29.92259416,272.7393717,15.14254976,54.10956533,0.587,Or,Sea,Flowering,SO1,SO,20190620,2019
3Or10620-EPH1,EPH,-25.51384967,347.5593617,10.32358609,63.6836277,0.672,Or,Sea,Flowering,SO1,SO,20190620,2019
3Or10620-CHL1,CHL,-28.58082269,420.1159798,9.412314191,84.94036409,0.836,Or,Sea,Flowering,SO1,SO,20190620,2019
1Cv30620-CIC1,CIC,-28.77518971,595.1459289,5.505246864,97.56331513,1.086,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-CIC2,CIC,-20.01747769,529.8849547,5.472101209,99.78303116,1.021,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-CIC3,CIC,-24.51502518,421.9829563,5.581059314,75.76005522,0.785,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-CIC4,CIC,-27.87860193,415.4499714,5.535137111,72.0918133,0.769,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-DEL1,DEL,-29.01751714,660.7967344,5.607982736,106.4280248,1.213,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-DEL2,DEL,-20.61012256,277.3423324,6.243780461,56.29949326,0.533,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-DEL3,DEL,-27.66023599,699.0336712,5.095375673,94.6000241,1.22,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-ACR1,ACR,-16.97392087,263.5395914,7.132534736,61.80231177,0.558,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-AGR1,AGR,-29.39496253,233.2384102,7.278515463,34.45348355,0.409,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-ARA1,ARA,-27.81367205,560.1024407,6.886917024,98.30348259,1.078,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-ARA2,ARA,-21.87520489,389.3581531,8.136636042,80.46711869,0.782,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-ARA3,ARA,-24.22090497,277.3423324,9.176638893,60.97401377,0.578,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-COC1,COC,-27.1144836,347.5593617,7.523027576,67.51643234,0.663,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-COC2,COC,-20.10996757,610.3345869,7.778192544,110.8462252,1.176,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-COC3,COC,-27.38758189,561.9938175,7.162027528,88.66086032,1.023,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-ANT1,ANT,-23.15307712,265.3788924,8.151429997,53.12715791,0.513,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-CAL1,CAL,-24.12223921,442.5413144,12.45325252,110.8462252,0.917,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-CHL1,CHL,-24.16444418,346.632383,11.53243905,65.63845842,0.69,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-CHL2,CHL,-21.77860923,350.3407894,9.821738278,62.85605053,0.694,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Cv30620-ATH1,ATH,-13.63925411,480.0216785,11.89502928,111.5816745,0.991,Cv,Mount,Flowering,MC3,MC,20190620,2019
1Or30620-CIC1,CIC,-13.00473158,451.8991234,5.08958982,87.91728532,0.861,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-CIC2,CIC,-16.69574738,537.4314657,5.988060455,101.2615312,1.022,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-CIC3,CIC,-16.72971788,768.190298,5.376273463,132.795683,1.418,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-CIC4,CIC,-11.88355513,561.0480882,8.278976157,105.6907407,1.061,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-DEL1,DEL,-15.65046926,324.4094561,5.864858671,49.87450054,0.583,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-DEL2,DEL,-28.32818431,514.2061099,5.343963158,68.46080363,0.968,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-DEL3,DEL,-18.20606568,448.3450634,5.084634385,78.91698447,0.905,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-TEP1,TEP,-24.14886206,266.0775091,1.969229045,38.93678834,0.624,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-ACR1,ACR,-24.48833876,614.8845124,9.054648062,145.035001,1.325,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-PEN1,PEN,-28.74601248,390.453136,4.686779079,76.05128409,0.873,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-ALY1,ALY,-26.98888745,687.9176857,11.32147757,136.3884219,1.388,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-LYG1,LYG,-13.73257616,435.1175161,6.33418435,80.35011579,0.866,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-COC1,COC,-26.99276685,584.7165866,7.477764486,102.5876171,1.147,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-COC2,COC,-24.07355048,361.8073565,7.565951263,70.17894193,0.765,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-ARA1,ARA,-18.72724002,483.8206672,9.08461289,119.8346708,1.072,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-ARA2,ARA,-15.7124119,351.4403266,7.701838168,69.89256681,0.718,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-TET1,TET,-21.85049257,349.715061,7.518494154,93.25673139,0.805,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-TET2,TET,-16.41970913,501.6687295,7.389619777,116.9582877,1.096,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-MIR1,MIR,-15.01360758,397.4277052,6.238157616,58.22915751,0.84,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-ANT1,ANT,-17.21481743,408.7864645,7.536174502,78.91698447,0.838,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-RED1,RED,-12.31152096,584.7165866,5.103319953,111.9264211,1.219,Or,Mount,Flowering,MO3,MO,20190620,2019
