Farm,Stage,Family.ID,Count,Guild,Guild2,Date,Year,目,Order,科,Family,食性分類,水稻生長,種鑑定
MC1,Flowering,Pip,1,Predator,Predators,20170526,2017,雙翅目,Diptera,頭蠅科,Pipunculidae,掠食者,抽穗期,葉蟬頭蠅
MC1,Flowering,Tet,2,Predator,Predators,20170526,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,抽穗期,華麗長腳蛛
SC1,Flowering,Cer,2,Predator,Predators,20170526,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,孕穗期,尼蠓
SO1,Flowering,Ara,1,Predator,Predators,20170526,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,孕穗期,
SO1,Flowering,Cer,1,Predator,Predators,20170526,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,孕穗期,尼蠓
SO1,Flowering,Coe,1,Predator,Predators,20170526,2017,蜻蛉目,Odonata,細蟌科,Coenagrionidae,掠食者,孕穗期,青紋細蟌
SO1,Flowering,TIP,1,Predator,Predators,20170526,2017,雙翅目,Diptera,大蚊科,Tipulidae,掠食者,孕穗期,
MO1,Flowering,Cer,2,Predator,Predators,20170626,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,抽穗期,尼蠓屬
MO1,Flowering,Coc,1,Predator,Predators,20170626,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,抽穗期,橙瓢蟲
LC1,Ripening,Coc,1,Predator,Predators,20170626,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,乳熟期,橙瓢蟲
LO1,Ripening,Dol,2,Predator,Predators,20170626,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,乳熟期,Medetera
LO1,Ripening,Eph,2,Predator,Predators,20170626,2017,雙翅目,Diptera,渚蠅科,Ephydridae,掠食者,乳熟期,泥渚蠅
LO1,Ripening,For,1,Predator,Predators,20170626,2017,膜翅目,Hymenoptera,蟻科,Formicidae,掠食者,乳熟期,花居單家蟻
LO1,Ripening,Pip,1,Predator,Predators,20170626,2017,雙翅目,Diptera,頭蠅科,Pipunculidae,掠食者,乳熟期,葉蟬頭蠅
LC1,Seedling,Ara,3,Predator,Predators,20170318,2017,蜘蛛目,,皿網蛛科,Linyphiidae,掠食者,未插秧,
LC1,Seedling,Ara,2,Predator,Predators,20170318,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,未插秧,
LC1,Seedling,Ara,2,Predator,Predators,20170318,2017,蜘蛛目,,姬蛛科,Theridiidae,掠食者,未插秧,
LO1,Seedling,Ara,3,Predator,Predators,20170318,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,未插秧,
LO1,Seedling,Dol,4,Predator,Predators,20170318,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,未插秧,Medetera
LO1,Seedling,For,1,Predator,Predators,20170318,2017,膜翅目,Hymenoptera,蟻科,Formicidae,掠食者,未插秧,黑棘蟻
LO1,Seedling,Tet,1,Predator,Predators,20170318,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,未插秧,華麗長腳蛛
LO1,Seedling,Tet,2,Predator,Predators,20170318,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,未插秧,綠鱗長腳蛛
LO1,Seedling,Mat,1,Predator,Predators,20170318,2017,螳螂目,Mantodea,螳螂科,Mantidea,掠食者,未插秧,
MC1,Seedling,Ara,3,Predator,Predators,20170318,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,未插秧,茶色姬鬼蛛
MC1,Seedling,Dol,1,Predator,Predators,20170318,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,未插秧,Medetera
MC1,Seedling,For,1,Predator,Predators,20170318,2017,膜翅目,Hymenoptera,蟻科,Formicidae,掠食者,未插秧,黑頭慌蟻
MO1,Seedling,Ara,2,Predator,Predators,20170318,2017,蜘蛛目,,皿網蛛科,Linyphiidae,掠食者,未插秧,
MO1,Seedling,Ara,1,Predator,Predators,20170318,2017,蜘蛛目,,狼蛛科,Lycosidae,掠食者,未插秧,
MO1,Seedling,Coc,1,Predator,Predators,20170318,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,未插秧,橙瓢蟲
MO1,Seedling,For,1,Predator,Predators,20170318,2017,膜翅目,Hymenoptera,蟻科,Formicidae,掠食者,未插秧,長腳捷山蟻
LC1,Seedling,Dol,1,Predator,Predators,20170331,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,成活期,Medetera
LO1,Seedling,Eph,1,Predator,Predators,20170331,2017,雙翅目,Diptera,渚蠅科,Ephydridae,掠食者,成活期,泥渚蠅
MC1,Seedling,Dol,1,Predator,Predators,20170331,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,成活期,Medetera
MO1,Seedling,Eph,2,Predator,Predators,20170331,2017,雙翅目,Diptera,渚蠅科,Ephydridae,掠食者,成活期,泥渚蠅
SO1,Seedling,Ara,1,Predator,Predators,20170407,2017,蜘蛛目,,皿網蛛科,Linyphiidae,掠食者,成活期,小鋸胸微蛛
SO1,Seedling,Cer,2,Predator,Predators,20170407,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,成活期,尼蠓
LC1,Tillering,Cer,1,Predator,Predators,20170417,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?始期,尼蠓
LC1,Tillering,Coc,2,Predator,Predators,20170417,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,分?始期,黃瓢蟲
LC1,Tillering,Eph,2,Predator,Predators,20170417,2017,雙翅目,Diptera,渚蠅科,Ephydridae,掠食者,分?始期,泥渚蠅
LO1,Tillering,Coc,3,Predator,Predators,20170417,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,分?始期,橙瓢蟲
LO1,Tillering,Coe,1,Predator,Predators,20170417,2017,蜻蛉目,Odonata,細蟌科,Coenagrionidae,掠食者,分?始期,青紋細蟌
MC1,Tillering,Cer,3,Predator,Predators,20170417,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?始期,尼蠓
MC1,Tillering,Coc,3,Predator,Predators,20170417,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,分?始期,橙瓢蟲
MC1,Tillering,Dol,1,Predator,Predators,20170417,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,分?始期,Medetera
MO1,Tillering,Ara,2,Predator,Predators,20170417,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,分?始期,
MO1,Tillering,Cer,2,Predator,Predators,20170417,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?始期,尼蠓屬
MO1,Tillering,Eph,2,Predator,Predators,20170417,2017,雙翅目,Diptera,渚蠅科,Ephydridae,掠食者,分?始期,泥渚蠅
SC1,Tillering,Cer,7,Predator,Predators,20170417,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?始期,尼蠓
SC1,Tillering,Dol,1,Predator,Predators,20170417,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,分?始期,Medetera
LC1,Tillering,Ara,1,Predator,Predators,20170502,2017,蜘蛛目,,紅螯蛛科,Cheiracanthiidae,掠食者,分?盛期,
LC1,Tillering,Tet,2,Predator,Predators,20170502,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?盛期,方網長腳蛛
LC1,Tillering,Tet,2,Predator,Predators,20170502,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?盛期,華麗長腳蛛
LO1,Tillering,Ara,2,Predator,Predators,20170502,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,分?盛期,
LO1,Tillering,Coc,1,Predator,Predators,20170502,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,分?盛期,橙瓢蟲
LO1,Tillering,Eph,2,Predator,Predators,20170502,2017,雙翅目,Diptera,渚蠅科,Ephydridae,掠食者,分?盛期,泥渚蠅
LO1,Tillering,Sci,3,Predator,Predators,20170502,2017,雙翅目,Diptera,沼蠅科,Sciomyzidae,掠食者,分?盛期,長角沼蠅
LO1,Tillering,Tet,1,Predator,Predators,20170502,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?盛期,華麗長腳蛛
LO1,Tillering,TIP,1,Predator,Predators,20170502,2017,雙翅目,Diptera,大蚊科,Tipulidae,掠食者,分?盛期,
MC1,Tillering,Ara,1,Predator,Predators,20170502,2017,蜘蛛目,,皿網蛛科,Linyphiidae,掠食者,分?盛期,
MC1,Tillering,Cer,3,Predator,Predators,20170502,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?盛期,尼蠓
MC1,Tillering,Dol,1,Predator,Predators,20170502,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,分?盛期,Medetera
MC1,Tillering,Sta,1,Predator,Predators,20170502,2017,鞘翅目,Coleoptera,隱翅蟲科,Staphylinidae,掠食者,分?盛期,紅胸隱翅蟲
MC1,Tillering,Tet,2,Predator,Predators,20170502,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?盛期,方網長腳蛛
MC1,Tillering,Tet,1,Predator,Predators,20170502,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?盛期,日本長腳蛛
MC1,Tillering,Tet,4,Predator,Predators,20170502,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?盛期,華麗長腳蛛
MO1,Tillering,Cer,3,Predator,Predators,20170502,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?盛期,尼蠓
MO1,Tillering,Tet,1,Predator,Predators,20170502,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?盛期,華麗長腳蛛
SC1,Tillering,Ara,1,Predator,Predators,20170502,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,分?盛期,
SC1,Tillering,Dol,1,Predator,Predators,20170502,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,分?盛期,Medetera
SC1,Tillering,Tet,1,Predator,Predators,20170502,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?盛期,方網長腳蛛
SO1,Tillering,Ara,1,Predator,Predators,20170502,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,分?盛期,
SO1,Tillering,Ara,2,Predator,Predators,20170502,2017,蜘蛛目,,紅螯蛛科,Cheiracanthiidae,掠食者,分?盛期,
SO1,Tillering,Cer,2,Predator,Predators,20170502,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?盛期,尼蠓
SO1,Tillering,Eph,1,Predator,Predators,20170502,2017,雙翅目,Diptera,渚蠅科,Ephydridae,掠食者,分?盛期,泥渚蠅
SO1,Tillering,Eph,1,Predator,Predators,20170502,2017,雙翅目,Diptera,渚蠅科,Ephydridae,掠食者,分?盛期,泥渚蠅
SO1,Tillering,Tet,2,Predator,Predators,20170502,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?盛期,華麗長腳蛛
LC1,Tillering,Tet,2,Predator,Predators,20170512,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?終期,方網長腳蛛
LC1,Tillering,Tet,3,Predator,Predators,20170512,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?終期,華麗長腳蛛
LC1,Tillering,Tet,2,Predator,Predators,20170512,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,分?終期,綠鱗長腳蛛
LO1,Tillering,Ara,4,Predator,Predators,20170512,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,分?終期,
LO1,Tillering,Cer,12,Predator,Predators,20170512,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?終期,尼蠓
LO1,Tillering,Epm,1,Predator,Predators,20170512,2017,蜉蝣目,Ephemeroptera,,NA,掠食者,分?終期,
MC1,Flowering,Coc,1,Predator,Predators,20170512,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,幼穗形成,橙瓢蟲
MC1,Flowering,Tet,1,Predator,Predators,20170512,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,幼穗形成,方網長腳蛛
MC1,Flowering,Tet,1,Predator,Predators,20170512,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,幼穗形成,日本長腳蛛
MC1,Flowering,Tet,1,Predator,Predators,20170512,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,幼穗形成,華麗長腳蛛
MC1,Flowering,Tet,1,Predator,Predators,20170512,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,幼穗形成,
MO1,Tillering,Cer,1,Predator,Predators,20170512,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?終期,尼蠓
SC1,Tillering,Cer,3,Predator,Predators,20170512,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,分?終期,尼蠓
SC1,Tillering,Dol,2,Predator,Predators,20170512,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,分?終期,Medetera
SO1,Tillering,Ara,1,Predator,Predators,20170512,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,分?終期,
SO1,Tillering,Ara,1,Predator,Predators,20170512,2017,蜘蛛目,,蟹蛛科,Thomisidae,掠食者,分?終期,
MO1,Flowering,Ara,1,Predator,Predators,20170526,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,幼穗分化,
MO1,Flowering,Ara,1,Predator,Predators,20170526,2017,蜘蛛目,,袋蛛科,Clubionidae ,掠食者,幼穗分化,
MO1,Flowering,Sta,1,Predator,Predators,20170526,2017,鞘翅目,Coleoptera,隱翅蟲科,Staphylinidae,掠食者,幼穗分化,
LC1,Flowering,Ara,1,Predator,Predators,20170608,2017,蜘蛛目,,姬蛛科,Theridiidae,掠食者,孕穗末期,
LO1,Flowering,Ara,1,Predator,Predators,20170608,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,孕穗末期,
LO1,Flowering,Coc,5,Predator,Predators,20170608,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,孕穗末期,橙瓢蟲
LO1,Flowering,Tet,3,Predator,Predators,20170608,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,孕穗末期,華麗長腳蛛
MC1,Flowering,Cer,5,Predator,Predators,20170608,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,齊穗期,尼蠓
MC1,Flowering,Coc,1,Predator,Predators,20170608,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,齊穗期,橙瓢蟲
MC1,Flowering,For,1,Predator,Predators,20170608,2017,膜翅目,Hymenoptera,蟻科,Formicidae,掠食者,齊穗期,大頭家蟻
MC1,Flowering,Tet,1,Predator,Predators,20170608,2017,蜘蛛目,,長腳蛛科,Tetragnathidae,掠食者,齊穗期,綠鱗長腳蛛
MO1,Flowering,Cer,9,Predator,Predators,20170608,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,幼穗分化,尼蠓屬
MO1,Flowering,Coc,1,Predator,Predators,20170608,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,幼穗分化,橙瓢蟲
MO1,Flowering,Dol,1,Predator,Predators,20170608,2017,雙翅目,Diptera,長足虻科,Dolichopodidae,掠食者,幼穗分化,Medetera
SC1,Flowering,Ara,1,Predator,Predators,20170608,2017,蜘蛛目,,金蛛科,Araneidae,掠食者,孕穗末期,
SC1,Flowering,Cer,2,Predator,Predators,20170608,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,孕穗末期,尼蠓
SC1,Flowering,Coc,1,Predator,Predators,20170608,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,孕穗末期,橙瓢蟲
SO1,Flowering,Cer,2,Predator,Predators,20170608,2017,雙翅目,Diptera,蠓科,Ceratopogonidae,掠食者,孕穗末期,尼蠓
SO1,Flowering,Coc,1,Predator,Predators,20170608,2017,鞘翅目,Coleoptera,瓢蟲科,Coccinellidae,掠食者,孕穗末期,橙瓢蟲
MC1,Ripening,Pip,2,Predator,Predators,20170626,2017,雙翅目,Diptera,頭蠅科,Pipunculidae,掠食者,黃熟期,葉蟬頭蠅
LC1,Flowering,Del,1,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,白背飛蝨
LC1,Flowering,Del,3,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,褐飛蝨
LC1,Flowering,Thr,9,Rice.Herbivore,Rice.herb,20170526,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,孕穗期,稻薊馬
LO1,Flowering,Acr,1,Rice.Herbivore,Rice.herb,20170526,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,孕穗期,台灣稻蝗
LO1,Flowering,Cic,6,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,孕穗期,偽黑尾葉蟬
LO1,Flowering,Del,8,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,斑飛蝨
LO1,Flowering,Del,4,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,褐飛蝨
LO1,Flowering,Pyl,4,Rice.Herbivore,Rice.herb,20170526,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,孕穗期,二化螟
LO1,Flowering,Pyl,1,Rice.Herbivore,Rice.herb,20170526,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,孕穗期,瘤野螟
LO1,Flowering,Thr,7,Rice.Herbivore,Rice.herb,20170526,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,孕穗期,稻薊馬
MC1,Flowering,Acr,2,Rice.Herbivore,Rice.herb,20170526,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,抽穗期,台灣稻蝗
MC1,Flowering,Aly,4,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,蛛緣椿科,Alydidae,稻害者,抽穗期,台灣蜘蛛緣椿象
MC1,Flowering,Cic,4,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,抽穗期,偽黑尾葉蟬
MC1,Flowering,Del,1,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,抽穗期,斑飛蝨
MC1,Flowering,Del,3,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,抽穗期,褐飛蝨
SC1,Flowering,Del,3,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,班飛蝨
SC1,Flowering,Thr,1,Rice.Herbivore,Rice.herb,20170526,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,孕穗期,稻薊馬
SO1,Flowering,Del,5,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,班飛蝨
SO1,Flowering,Del,2,Rice.Herbivore,Rice.herb,20170526,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,孕穗期,褐飛蝨
MO1,Flowering,Aly,1,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,蛛緣椿科,Alydidae,稻害者,抽穗期,台灣蜘蛛緣椿象
MO1,Flowering,Del,2,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,抽穗期,斑飛蝨
MO1,Flowering,Pen,1,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,椿象科,Pentatomidae,稻害者,抽穗期,稻赤曼椿象
LC1,Ripening,Cic,60,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,乳熟期,偽黑尾葉蟬
LC1,Ripening,Del,10,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,褐飛蝨
LO1,Ripening,Cic,18,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,乳熟期,偽黑尾葉蟬
LO1,Ripening,Del,3,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,斑飛蝨
LO1,Ripening,Del,7,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,褐飛蝨
LO1,Ripening,Pen,1,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,椿象科,Pentatomidae,稻害者,乳熟期,稻赤曼椿象
SC1,Ripening,Del,1,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,班飛蝨
SC1,Ripening,Del,3,Rice.Herbivore,Rice.herb,20170626,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,乳熟期,褐飛蝨
LO1,Seedling,Cic,1,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,未插秧,偽黑尾葉蟬
LO1,Seedling,Del,2,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,未插秧,褐飛蝨
LO1,Seedling,Apd,4,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,蚜科,Apididae,稻害者,未插秧,
MC1,Seedling,Apd,1,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,蚜科,Apididae,稻害者,未插秧,
MO1,Seedling,Mir,1,Rice.Herbivore,Rice.herb,20170318,2017,半翅目,Hemiptera,盲椿科,Miridae,稻害者,未插秧,
SC1,Seedling,Acr,3,Rice.Herbivore,Rice.herb,20170318,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,未插秧,小稻蝗
LO1,Seedling,Del,1,Rice.Herbivore,Rice.herb,20170331,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,成活期,褐飛蝨
SO1,Seedling,Pyl,1,Rice.Herbivore,Rice.herb,20170407,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,成活期,二化螟
LC1,Tillering,Acr,1,Rice.Herbivore,Rice.herb,20170417,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,分?始期,小稻蝗
LC1,Tillering,Cur,5,Rice.Herbivore,Rice.herb,20170417,2017,鞘翅目,Coleoptera,象鼻蟲科,Curculionidae,稻害者,分?始期,水稻水象鼻蟲
LC1,Tillering,Del,3,Rice.Herbivore,Rice.herb,20170417,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?始期,褐飛蝨
LC1,Tillering,Nym,1,Rice.Herbivore,Rice.herb,20170417,2017,鱗翅目,Lepidoptera,蛺蝶科,Nymphalidae,稻害者,分?始期,淡色樹蔭蝶
LO1,Tillering,Cur,5,Rice.Herbivore,Rice.herb,20170417,2017,鞘翅目,Coleoptera,象鼻蟲科,Curculionidae,稻害者,分?始期,水稻水象鼻蟲
LO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170417,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?始期,褐飛蝨
SO1,Tillering,Apd,1,Rice.Herbivore,Rice.herb,20170417,2017,半翅目,Hemiptera,蚜科,Apididae,稻害者,分?始期,
LO1,Tillering,Pen,1,Rice.Herbivore,Rice.herb,20170502,2017,半翅目,Hemiptera,椿象科,Pentatomidae,稻害者,分?盛期,稻赤曼椿象
LO1,Tillering,Thr,1,Rice.Herbivore,Rice.herb,20170502,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,分?盛期,稻薊馬
MC1,Tillering,Cic,1,Rice.Herbivore,Rice.herb,20170502,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,分?盛期,偽黑尾葉蟬
MO1,Tillering,Aly,1,Rice.Herbivore,Rice.herb,20170502,2017,半翅目,Hemiptera,蛛緣椿科,Alydidae,稻害者,分?盛期,台灣蜘蛛緣椿象
MO1,Tillering,Cur,2,Rice.Herbivore,Rice.herb,20170502,2017,鞘翅目,Coleoptera,象鼻蟲科,Curculionidae,稻害者,分?盛期,台灣三月始灰象
MO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170502,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?盛期,褐飛蝨
MO1,Tillering,Thr,2,Rice.Herbivore,Rice.herb,20170502,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,分?盛期,稻薊馬
SC1,Tillering,Pyl,1,Rice.Herbivore,Rice.herb,20170502,2017,鱗翅目,Lepidoptera,螟蛾科,Pyralidae,稻害者,分?盛期,二化螟
SC1,Tillering,Thr,16,Rice.Herbivore,Rice.herb,20170502,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,分?盛期,稻薊馬
SO1,Tillering,Thr,1,Rice.Herbivore,Rice.herb,20170502,2017,纓翅目,Thysanoptera,薊馬科,Thripidae,稻害者,分?盛期,稻薊馬
LC1,Tillering,Del,3,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,褐飛蝨
LO1,Tillering,Del,6,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,斑飛蝨
LO1,Tillering,Del,15,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,褐飛蝨
MC1,Flowering,Aly,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,蛛緣椿科,Alydidae,稻害者,幼穗形成,台灣蜘蛛緣椿象
MC1,Flowering,Del,7,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,幼穗形成,斑飛蝨
MC1,Flowering,Del,3,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,幼穗形成,褐飛蝨
MC1,Flowering,Pen,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,椿象科,Pentatomidae,稻害者,幼穗形成,南方綠椿象
MO1,Tillering,Acr,1,Rice.Herbivore,Rice.herb,20170512,2017,直翅目,Orthoptera,蝗科,Acrididae,稻害者,分?終期,小稻蝗
MO1,Tillering,Cic,3,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,葉蟬科,Cicadellidae,稻害者,分?終期,黑條黑尾葉蟬
MO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,白背飛蝨
MO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,褐飛蝨
SC1,Tillering,Del,4,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,班飛蝨
SO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,白背飛蝨
SO1,Tillering,Del,8,Rice.Herbivore,Rice.herb,20170512,2017,半翅目,Hemiptera,飛蝨科,Delphacidae,稻害者,分?終期,班飛蝨
